#mOTUs2_clade	unnamed sample
k__Bacteria	0.8260076937
k__Archaea	0.0006100733
k__Archaea|p__Euryarchaeota	0.0006100733
k__Bacteria|p__Firmicutes	0.5761322365
k__Bacteria|p__Bacteroidetes	0.2451329866
k__Bacteria|p__Bacteria phylum incertae sedis	0.0047424707
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.0006100733
k__Bacteria|p__Firmicutes|c__Clostridia	0.4737399187
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.0128142521
k__Bacteria|p__Firmicutes|c__Negativicutes	0.0225201326
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Bacilli]	0.0125940797
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis	0.0544638534
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	0.2451329866
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis	0.0047424707
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.0006100733
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	0.4737399187
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.0128142521
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	0.0022695688
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	0.0202505638
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Bacilli]|o__Firmicutes order [Clostridiales/Lactobacillales]	0.0125940797
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis|o__Firmicutes order incertae sedis	0.0544638534
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	0.2451329866
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis	0.0047424707
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	0.0006100733
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	0.1019763888
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.0006742226
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	0.0629717554
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	0.0616050515
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	0.1407013924
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis	0.0010577521
