#mOTUs2_clade	unnamed sample
k__Bacteria	0.8347700343
k__Bacteria|p__Proteobacteria	0.0085997163
k__Bacteria|p__Firmicutes	0.5677476168
k__Bacteria|p__Actinobacteria	0.0056620313
k__Bacteria|p__Lentisphaerae	0.0009938986
k__Bacteria|p__Bacteroidetes	0.2487171681
k__Bacteria|p__Bacteria phylum incertae sedis	0.0030496031
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.0006552153
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	0.0020846202
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.0053864814
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.0004733994
k__Bacteria|p__Firmicutes|c__Clostridia	0.5424616363
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.0035794781
k__Bacteria|p__Firmicutes|c__Negativicutes	0.0017783055
k__Bacteria|p__Firmicutes|c__Bacilli	0.0002829112
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Bacilli]	0.0029716735
k__Bacteria|p__Firmicutes|c__Firmicutes class [Negativicutes/Bacilli]	0.0149889887
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis	0.0016846235
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.0029440221
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	0.0027180093
k__Bacteria|p__Lentisphaerae|c__Lentisphaerae class incertae sedis	0.0009938986
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	0.2487171681
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis	0.0030496031
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.0003009930
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	0.0003542223
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	0.0020846202
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.0053864814
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.0004733994
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	0.5413571416
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia order incertae sedis	0.0011044947
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.0035794781
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	0.0017783055
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.0002829112
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Bacilli]|o__Firmicutes order [Clostridiales/Lactobacillales]	0.0029716735
k__Bacteria|p__Firmicutes|c__Firmicutes class [Negativicutes/Bacilli]|o__Firmicutes order [Acidaminococcales/Lactobacillales]	0.0149889887
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis|o__Firmicutes order incertae sedis	0.0016846235
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.0029440221
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	0.0010132145
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	0.0017047948
k__Bacteria|p__Lentisphaerae|c__Lentisphaerae class incertae sedis|o__Lentisphaerae order incertae sedis	0.0009938986
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	0.2487171681
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis	0.0030496031
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	0.0003009930
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae	0.0003542223
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae	0.0020846202
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	0.0009931821
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.0043932993
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.0004733994
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	0.0806385642
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.0002197672
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	0.0990970845
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	0.0162201469
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	0.0249862342
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	0.2414696652
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis	0.0004779544
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae	0.0001081928
