#mOTUs2_clade	unnamed sample
k__Bacteria	0.8382442524
k__Archaea	0.0013892294
k__Archaea|p__Euryarchaeota	0.0013892294
k__Bacteria|p__Proteobacteria	0.0155344995
k__Bacteria|p__Firmicutes	0.3304991371
k__Bacteria|p__Actinobacteria	0.0090110046
k__Bacteria|p__Verrucomicrobia	0.0018193194
k__Bacteria|p__Bacteroidetes	0.4806950477
k__Bacteria|p__Bacteria phylum incertae sedis	0.0006852441
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.0013892294
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.0027790129
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.0060432008
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.0067122858
k__Bacteria|p__Firmicutes|c__Clostridia	0.2705777428
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.0160229508
k__Bacteria|p__Firmicutes|c__Negativicutes	0.0268257687
k__Bacteria|p__Firmicutes|c__Bacilli	0.0027111957
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Bacilli]	0.0097259584
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis	0.0046355207
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.0014364915
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	0.0075745131
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.0013959642
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobia class incertae sedis	0.0004233552
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	0.4806950477
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis	0.0006852441
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.0013892294
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.0018458185
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	0.0009331945
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.0060432008
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.0067122858
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	0.2705777428
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.0160229508
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	0.0264052211
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	0.0004205476
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.0027111957
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Bacilli]|o__Firmicutes order [Clostridiales/Lactobacillales]	0.0097259584
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis|o__Firmicutes order incertae sedis	0.0046355207
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.0014364915
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	0.0022960032
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	0.0048423852
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriia order incertae sedis	0.0004361246
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.0013959642
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobia class incertae sedis|o__Verrucomicrobia order incertae sedis	0.0004233552
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	0.4806950477
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis	0.0006852441
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	0.0013892294
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	0.0018458185
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	0.0009331945
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	0.0005164003
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.0055268004
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.0067122858
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	0.0500149104
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.0004228795
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	0.0246207854
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	0.0332090151
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	0.0214578817
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	0.0681026968
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis	0.0013657385
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. [Clostridiaceae/Ruminococcaceae]	0.0004104142
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. [Eubacteriaceae/Clostridiaceae]	0.0073797635
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. [Lachnospiraceae/Clostridiaceae/Ruminococcaceae]	0.0005077070
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. [Lachnospiraceae/Clostridiaceae]	0.0048788170
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. [Lachnospiraceae/Ruminococcaceae]	0.0037602578
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis	0.0544468757
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.0160229508
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	0.0264052211
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	0.0004205476
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.0023390507
