#mOTUs2_clade	unnamed sample
k__Bacteria	0.7996933418
k__Archaea	0.0035483312
k__Archaea|p__Euryarchaeota	0.0035483312
k__Bacteria|p__Proteobacteria	0.0066652998
k__Bacteria|p__Firmicutes	0.5239189670
k__Bacteria|p__Actinobacteria	0.0449159201
k__Bacteria|p__Lentisphaerae	0.0002068872
k__Bacteria|p__Verrucomicrobia	0.0002452690
k__Bacteria|p__Bacteroidetes	0.2211737764
k__Bacteria|p__Bacteria phylum incertae sedis	0.0025672224
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.0035483312
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.0000601393
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.0043811409
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.0022240196
k__Bacteria|p__Firmicutes|c__Clostridia	0.4350373464
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.0075364872
k__Bacteria|p__Firmicutes|c__Negativicutes	0.0239962155
k__Bacteria|p__Firmicutes|c__Bacilli	0.0026157909
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Bacilli]	0.0105003996
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Erysipelotrichia]	0.0021898710
k__Bacteria|p__Firmicutes|c__Firmicutes class [Negativicutes/Bacilli]	0.0001258655
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis	0.0419169909
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.0326734602
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	0.0122424599
k__Bacteria|p__Lentisphaerae|c__Lentisphaerae class incertae sedis	0.0002068872
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobia class incertae sedis	0.0002452690
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0.0001769460
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	0.2209968304
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis	0.0025672224
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.0035483312
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	0.0000601393
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.0043811409
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.0022240196
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	0.4345456960
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia order incertae sedis	0.0004916503
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.0075364872
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	0.0001958609
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	0.0194307153
