#mOTUs2_clade	unnamed sample
k__Bacteria	0.7388704352
k__Bacteria|p__Proteobacteria	0.0067835049
k__Bacteria|p__Firmicutes	0.6127325647
k__Bacteria|p__Chloroflexi	0.0063981327
k__Bacteria|p__Actinobacteria	0.0088926436
k__Bacteria|p__Fusobacteria	0.0000505477
k__Bacteria|p__Tenericutes	0.0057679827
k__Bacteria|p__Verrucomicrobia	0.0012869809
k__Bacteria|p__Bacteroidetes	0.0951975185
k__Bacteria|p__Bacteria phylum incertae sedis	0.0017605595
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.0017598271
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.0030597901
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.0019638877
k__Bacteria|p__Firmicutes|c__Clostridia	0.5434306325
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.0022945000
k__Bacteria|p__Firmicutes|c__Negativicutes	0.0297917691
k__Bacteria|p__Firmicutes|c__Bacilli	0.0013084994
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Bacilli]	0.0000234512
k__Bacteria|p__Firmicutes|c__Firmicutes class [Negativicutes/Bacilli]	0.0016361312
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis	0.0342475812
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia	0.0063981327
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.0049857798
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	0.0039068638
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.0000505477
k__Bacteria|p__Tenericutes|c__Mollicutes	0.0057679827
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.0012869809
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	0.0951975185
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis	0.0017605595
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.0007986108
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	0.0008973659
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	0.0000638504
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	0.0000428369
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.0030169532
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.0019638877
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	0.5405666639
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia order incertae sedis	0.0028639686
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.0022945000
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	0.0000366399
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	0.0297551293
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.0013084994
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Bacilli]|o__Firmicutes order [Clostridiales/Lactobacillales]	0.0000234512
k__Bacteria|p__Firmicutes|c__Firmicutes class [Negativicutes/Bacilli]|o__Firmicutes order [Acidaminococcales/Lactobacillales]	0.0016361312
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis|o__Firmicutes order incertae sedis	0.0342475812
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales	0.0063981327
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.0000186065
