#mOTUs2_clade	unnamed sample
k__Bacteria	0.7371852079
k__Archaea	0.0077840715
k__Archaea|p__Euryarchaeota	0.0077840715
k__Bacteria|p__Proteobacteria	0.0150892339
k__Bacteria|p__Firmicutes	0.5338986193
k__Bacteria|p__Actinobacteria	0.0132628521
k__Bacteria|p__Synergistetes	0.0001864847
k__Bacteria|p__Verrucomicrobia	0.0017229812
k__Bacteria|p__Bacteroidetes	0.1664130128
k__Bacteria|p__Bacteria phylum incertae sedis	0.0066120239
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.0077840715
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.0023757787
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	0.0029162539
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.0037943920
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.0038463410
k__Bacteria|p__Proteobacteria|c__Proteobacteria class incertae sedis	0.0021564683
k__Bacteria|p__Firmicutes|c__Clostridia	0.4821753009
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.0105011890
k__Bacteria|p__Firmicutes|c__Negativicutes	0.0089500575
k__Bacteria|p__Firmicutes|c__Bacilli	0.0203980661
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Bacilli]	0.0033156759
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis	0.0085583299
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.0004239213
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	0.0128389308
k__Bacteria|p__Synergistetes|c__Synergistia	0.0001864847
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.0017229812
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0.0004009578
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	0.1660120550
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis	0.0066120239
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.0077840715
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	0.0017755207
