#mOTUs2_clade	unnamed sample
k__Bacteria	0.8780197176
k__Bacteria|p__Proteobacteria	0.0207619671
k__Bacteria|p__Firmicutes	0.3683654553
k__Bacteria|p__Actinobacteria	0.0033636801
k__Bacteria|p__Lentisphaerae	0.0003689740
k__Bacteria|p__Verrucomicrobia	0.0089232108
k__Bacteria|p__Bacteroidetes	0.4762364304
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.0002664904
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	0.0001474338
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.0155148808
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.0048331621
k__Bacteria|p__Firmicutes|c__Tissierellia	0.0003259759
k__Bacteria|p__Firmicutes|c__Clostridia	0.3462033485
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.0019644061
k__Bacteria|p__Firmicutes|c__Negativicutes	0.0001078641
k__Bacteria|p__Firmicutes|c__Bacilli	0.0003562985
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Erysipelotrichia]	0.0023816968
k__Bacteria|p__Firmicutes|c__Firmicutes class [Negativicutes/Bacilli]	0.0088638469
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis	0.0081620187
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.0002525925
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	0.0031110876
k__Bacteria|p__Lentisphaerae|c__Lentisphaerae class incertae sedis	0.0003689740
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.0089232108
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	0.4762364304
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.0001490539
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	0.0001174364
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	0.0001474338
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.0155148808
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.0048331621
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	0.0003259759
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	0.3462033485
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.0019644061
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	0.0001078641
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.0003562985
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Erysipelotrichia]|o__Firmicutes order [Clostridiales/Erysipelotrichales]	0.0023816968
k__Bacteria|p__Firmicutes|c__Firmicutes class [Negativicutes/Bacilli]|o__Firmicutes order [Acidaminococcales/Lactobacillales]	0.0088638469
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis|o__Firmicutes order incertae sedis	0.0081620187
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.0001254668
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales	0.0001271257
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	0.0031110876
k__Bacteria|p__Lentisphaerae|c__Lentisphaerae class incertae sedis|o__Lentisphaerae order incertae sedis	0.0003689740
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.0089232108
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	0.4762364304
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	0.0001490539
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	0.0001174364
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae	0.0001474338
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.0003253848
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales fam. incertae sedis	0.0151894960
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.0048331621
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae	0.0002023868
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Tissierellaceae	0.0001235891
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	0.1256106808
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	0.0137558209
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	0.0372667984
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	0.0073092605
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	0.1217285227
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis	0.0009563290
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae	0.0001808521
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. [Clostridiaceae/Ruminococcaceae]	0.0006026244
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. [Lachnospiraceae/Clostridiaceae/Ruminococcaceae]	0.0016580668
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. [Lachnospiraceae/Ruminococcaceae]	0.0001954713
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis	0.0369389215
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.0019644061
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	0.0001078641
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.0002426740
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0.0001136245
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Erysipelotrichia]|o__Firmicutes order [Clostridiales/Erysipelotrichales]|f__Firmicutes fam. [Erysipelotrichaceae/Clostridiaceae]	0.0014938972
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Erysipelotrichia]|o__Firmicutes order [Clostridiales/Erysipelotrichales]|f__Firmicutes fam. [Erysipelotrichaceae/Eubacteriaceae/Clostridiaceae]	0.0008877996
k__Bacteria|p__Firmicutes|c__Firmicutes class [Negativicutes/Bacilli]|o__Firmicutes order [Acidaminococcales/Lactobacillales]|f__Firmicutes fam. [Carnobacteriaceae/Acidaminococcaceae]	0.0088638469
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis|o__Firmicutes order incertae sedis|f__Firmicutes fam. incertae sedis	0.0081620187
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	0.0001254668
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriales fam. incertae sedis	0.0001271257
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	0.0031110876
k__Bacteria|p__Lentisphaerae|c__Lentisphaerae class incertae sedis|o__Lentisphaerae order incertae sedis|f__Lentisphaerae fam. incertae sedis	0.0003689740
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae	0.0089232108
