#mOTUs2_clade	unnamed sample
k__Bacteria	0.7656920195
k__Bacteria|p__Proteobacteria	0.0225579347
k__Bacteria|p__Firmicutes	0.4785854028
k__Bacteria|p__Deinococcus-Thermus	0.0000020366
k__Bacteria|p__Candidatus Melainabacteria	0.0213875848
k__Bacteria|p__Chloroflexi	0.0000192084
k__Bacteria|p__Actinobacteria	0.0011459987
k__Bacteria|p__Lentisphaerae	0.0060701534
k__Bacteria|p__Fusobacteria	0.0172811889
k__Bacteria|p__Tenericutes	0.0048829041
k__Bacteria|p__Verrucomicrobia	0.0004481179
k__Bacteria|p__Bacteroidetes	0.2111650175
k__Bacteria|p__Bacteria phylum incertae sedis	0.0021464717
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.0018593534
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	0.0074701798
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.0087399053
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.0044781996
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.0000102967
k__Bacteria|p__Firmicutes|c__Clostridia	0.3253896880
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.0009922801
k__Bacteria|p__Firmicutes|c__Negativicutes	0.0029114967
k__Bacteria|p__Firmicutes|c__Bacilli	0.0000964528
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Bacilli]	0.0023745273
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis	0.1468209581
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci	0.0000020366
k__Bacteria|p__Candidatus Melainabacteria|c__Candidatus Melainabacteria class incertae sedis	0.0213875848
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia	0.0000192084
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.0001012529
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	0.0010447458
k__Bacteria|p__Lentisphaerae|c__Lentisphaerae class incertae sedis	0.0060701534
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.0172811889
k__Bacteria|p__Tenericutes|c__Mollicutes	0.0048829041
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobia class incertae sedis	0.0004481179
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	0.2111650175
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis	0.0021464717
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	0.0000043479
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	0.0000483456
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.0004203045
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	0.0013863554
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	0.0074339037
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	0.0000284370
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	0.0000078391
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	0.0000257568
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	0.0000042685
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.0087098800
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.0044781996
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.0000102967
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	0.3216147424
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia order incertae sedis	0.0037749455
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.0009922801
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	0.0004165455
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	0.0024927984
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.0000021528
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.0000964528
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Bacilli]|o__Firmicutes order [Clostridiales/Lactobacillales]	0.0023745273
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis|o__Firmicutes order incertae sedis	0.1468209581
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales	0.0000020366
k__Bacteria|p__Candidatus Melainabacteria|c__Candidatus Melainabacteria class incertae sedis|o__Candidatus Gastranaerophilales	0.0213875848
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales	0.0000192084
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.0000170942
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.0000300673
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales	0.0000504336
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales	0.0000036579
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	0.0002249405
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	0.0008109019
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriia order incertae sedis	0.0000089034
k__Bacteria|p__Lentisphaerae|c__Lentisphaerae class incertae sedis|o__Lentisphaerae order incertae sedis	0.0060701534
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.0172811889
