#mOTUs2_clade	unnamed sample
k__Bacteria	0.6639149170
k__Archaea	0.0014421921
k__Archaea|p__Euryarchaeota	0.0014421921
k__Bacteria|p__Proteobacteria	0.0277818470
k__Bacteria|p__Firmicutes	0.4966311087
k__Bacteria|p__Candidatus Melainabacteria	0.0004688616
k__Bacteria|p__Chloroflexi	0.0331062003
k__Bacteria|p__Actinobacteria	0.0094449284
k__Bacteria|p__Planctomycetes	0.0000250956
k__Bacteria|p__Spirochaetes	0.0086840367
k__Bacteria|p__Lentisphaerae	0.0000050755
k__Bacteria|p__Fusobacteria	0.0000321735
k__Bacteria|p__Tenericutes	0.0178308138
k__Bacteria|p__Elusimicrobia	0.0005976079
k__Bacteria|p__Candidatus Saccharibacteria	0.0000427456
k__Bacteria|p__Bacteroidetes	0.0683872069
k__Bacteria|p__Bacteria phylum [Firmicutes/Actinobacteria]	0.0000202645
k__Bacteria|p__Bacteria phylum incertae sedis	0.0008569511
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.0014087645
k__Archaea|p__Euryarchaeota|c__Thermoplasmata	0.0000045163
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis	0.0000289113
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.0029746709
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	0.0219045512
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.0009134851
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.0002756771
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.0017134628
k__Bacteria|p__Firmicutes|c__Clostridia	0.3970285561
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.0095768948
k__Bacteria|p__Firmicutes|c__Negativicutes	0.0123550502
k__Bacteria|p__Firmicutes|c__Bacilli	0.0000353082
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Bacilli]	0.0004864547
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Erysipelotrichia]	0.0004893248
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis	0.0766595200
k__Bacteria|p__Candidatus Melainabacteria|c__Candidatus Melainabacteria class incertae sedis	0.0004688616
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia	0.0331062003
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.0001624890
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	0.0092824393
k__Bacteria|p__Planctomycetes|c__Planctomycetia	0.0000250956
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0.0086840367
k__Bacteria|p__Lentisphaerae|c__Lentisphaerae class incertae sedis	0.0000050755
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.0000321735
k__Bacteria|p__Tenericutes|c__Mollicutes	0.0178200811
k__Bacteria|p__Tenericutes|c__Tenericutes class incertae sedis	0.0000107327
k__Bacteria|p__Elusimicrobia|c__Elusimicrobia class incertae sedis	0.0005976079
k__Bacteria|p__Candidatus Saccharibacteria|c__Candidatus Saccharibacteria class incertae sedis	0.0000427456
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	0.0683872069
k__Bacteria|p__Bacteria phylum [Firmicutes/Actinobacteria]|c__Coriobacteriia	0.0000202645
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis	0.0008569511
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.0014087645
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmata order incertae sedis	0.0000045163
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis	0.0000289113
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	0.0013383618
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.0013938167
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	0.0002424924
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	0.0143913202
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria order incertae sedis	0.0075132310
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	0.0000163078
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	0.0000051748
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.0008920024
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.0002756771
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.0017134628
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	0.3970196265
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia order incertae sedis	0.0000089296
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.0095768948
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	0.0029838617
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	0.0090443476
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.0003268409
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.0000353082
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Bacilli]|o__Firmicutes order [Clostridiales/Lactobacillales]	0.0004864547
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Erysipelotrichia]|o__Firmicutes order [Clostridiales/Erysipelotrichales]	0.0004893248
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis|o__Firmicutes order incertae sedis	0.0766595200
k__Bacteria|p__Candidatus Melainabacteria|c__Candidatus Melainabacteria class incertae sedis|o__Candidatus Gastranaerophilales	0.0004688616
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales	0.0331062003
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Geodermatophilales	0.0000124727
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.0000598413
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales	0.0000355353
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales	0.0000382956
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales	0.0000100687
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinobacteria order [Actinomycetales/Micrococcales]	0.0000062755
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	0.0025670272
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	0.0066348089
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriia order incertae sedis	0.0000806033
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales	0.0000250956
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	0.0074843292
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales	0.0011997075
k__Bacteria|p__Lentisphaerae|c__Lentisphaerae class incertae sedis|o__Lentisphaerae order incertae sedis	0.0000050755
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.0000321735
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales	0.0173116421
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mollicutes order incertae sedis	0.0005084390
k__Bacteria|p__Tenericutes|c__Tenericutes class incertae sedis|o__Tenericutes order incertae sedis	0.0000107327
k__Bacteria|p__Elusimicrobia|c__Elusimicrobia class incertae sedis|o__Elusimicrobia order incertae sedis	0.0005976079
k__Bacteria|p__Candidatus Saccharibacteria|c__Candidatus Saccharibacteria class incertae sedis|o__Candidatus Saccharibacteria order incertae sedis	0.0000427456
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	0.0683872069
k__Bacteria|p__Bacteria phylum [Firmicutes/Actinobacteria]|c__Coriobacteriia|o__Coriobacteriales	0.0000202645
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis	0.0008569511
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	0.0014087645
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmata order incertae sedis|f__Thermoplasmata fam. incertae sedis	0.0000045163
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis	0.0000289113
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae	0.0013383618
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	0.0013938167
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	0.0002424924
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae	0.0000777595
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillales fam. incertae sedis	0.0143135607
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria order incertae sedis|f__Alphaproteobacteria fam. incertae sedis	0.0075132310
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	0.0000163078
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclales fam. incertae sedis	0.0000051748
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	0.0000051173
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	0.0008753154
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.0000115697
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.0002756771
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	0.0017134628
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	0.0468445638
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.0010699315
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	0.0061008968
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	0.0130264668
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	0.1660905808
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	0.0877812239
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis	0.0005217238
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. [Clostridiaceae/Christensenellaceae]	0.0000104942
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. [Clostridiaceae/Ruminococcaceae]	0.0001430236
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. [Eubacteriaceae/Ruminococcaceae]	0.0000389924
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. [Lachnospiraceae/Clostridiaceae/Ruminococcaceae]	0.0005201702
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. [Lachnospiraceae/Clostridiaceae]	0.0000201120
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. [Lachnospiraceae/Ruminococcaceae]	0.0003186099
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis	0.0745328367
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia order incertae sedis|f__Clostridia fam. incertae sedis	0.0000089296
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.0095768948
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	0.0029838617
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	0.0090443476
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae	0.0003268409
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.0000093694
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0.0000162330
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	0.0000097058
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Bacilli]|o__Firmicutes order [Clostridiales/Lactobacillales]|f__Firmicutes fam. [Lachnospiraceae/Lactobacillaceae]	0.0004864547
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Erysipelotrichia]|o__Firmicutes order [Clostridiales/Erysipelotrichales]|f__Firmicutes fam. [Erysipelotrichaceae/Clostridiaceae]	0.0000106306
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Erysipelotrichia]|o__Firmicutes order [Clostridiales/Erysipelotrichales]|f__Firmicutes fam. [Erysipelotrichaceae/Lachnospiraceae]	0.0004786942
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis|o__Firmicutes order incertae sedis|f__Firmicutes fam. incertae sedis	0.0766595200
k__Bacteria|p__Candidatus Melainabacteria|c__Candidatus Melainabacteria class incertae sedis|o__Candidatus Gastranaerophilales|f__Candidatus Gastranaerophilales fam. incertae sedis	0.0004688616
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales|f__Dehalococcoidales fam. incertae sedis	0.0331062003
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Geodermatophilales|f__Geodermatophilaceae	0.0000124727
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	0.0000598413
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae	0.0000355353
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae	0.0000382956
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae	0.0000100687
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinobacteria order [Actinomycetales/Micrococcales]|f__Actinobacteria fam. [Sanguibacteraceae/Actinomycetaceae/Promicromonosporaceae]	0.0000062755
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	0.0025670272
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	0.0012922753
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	0.0053425336
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriia order incertae sedis|f__Coriobacteriia fam. incertae sedis	0.0000806033
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales|f__Planctomycetaceae	0.0000250956
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae	0.0074843292
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae	0.0011997075
