#mOTUs2_clade	unnamed sample
k__Bacteria	0.8251738900
k__Archaea	0.0028938854
k__Archaea|p__Euryarchaeota	0.0028938854
k__Bacteria|p__Cyanobacteria	0.0000063968
k__Bacteria|p__Proteobacteria	0.0542244377
k__Bacteria|p__Firmicutes	0.3173705642
k__Bacteria|p__Candidatus Melainabacteria	0.0006316845
k__Bacteria|p__Chloroflexi	0.0367565671
k__Bacteria|p__Actinobacteria	0.0038043363
k__Bacteria|p__Spirochaetes	0.1707259369
k__Bacteria|p__Lentisphaerae	0.0001861063
k__Bacteria|p__Fusobacteria	0.0001306416
k__Bacteria|p__Synergistetes	0.0000099575
k__Bacteria|p__Tenericutes	0.0013399767
k__Bacteria|p__Elusimicrobia	0.0068631451
k__Bacteria|p__Candidatus Saccharibacteria	0.0000008699
k__Bacteria|p__Bacteroidetes	0.2182446788
k__Bacteria|p__Bacteria phylum [Firmicutes/Actinobacteria]	0.0000252147
k__Bacteria|p__Bacteria phylum [Proteobacteria/Actinobacteria]	0.0000012150
k__Bacteria|p__Bacteria phylum incertae sedis	0.0148521609
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.0015530613
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis	0.0013408241
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria class incertae sedis	0.0000063968
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.0346885673
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	0.0047300820
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.0017505216
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.0005120783
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.0125431885
k__Bacteria|p__Firmicutes|c__Clostridia	0.2773575436
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.0040298550
k__Bacteria|p__Firmicutes|c__Negativicutes	0.0187342136
k__Bacteria|p__Firmicutes|c__Bacilli	0.0008354339
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Erysipelotrichia]	0.0002655126
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis	0.0161480054
k__Bacteria|p__Candidatus Melainabacteria|c__Candidatus Melainabacteria class incertae sedis	0.0006316845
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia	0.0367565671
k__Bacteria|p__Actinobacteria|c__Thermoleophilia	0.0000019003
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.0001296567
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	0.0036727794
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0.1707259369
k__Bacteria|p__Lentisphaerae|c__Lentisphaerae class incertae sedis	0.0001861063
k__Bacteria|p__Fusobacteria|c__Fusobacteria class incertae sedis	0.0001306416
k__Bacteria|p__Synergistetes|c__Synergistia	0.0000099575
k__Bacteria|p__Tenericutes|c__Mollicutes	0.0013399767
k__Bacteria|p__Elusimicrobia|c__Elusimicrobia	0.0028091628
k__Bacteria|p__Elusimicrobia|c__Elusimicrobia class incertae sedis	0.0040539823
k__Bacteria|p__Candidatus Saccharibacteria|c__Candidatus Saccharibacteria class incertae sedis	0.0000008699
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	0.2182446788
k__Bacteria|p__Bacteria phylum [Firmicutes/Actinobacteria]|c__Coriobacteriia	0.0000252147
k__Bacteria|p__Bacteria phylum [Proteobacteria/Actinobacteria]|c__Bacteria class [Actinobacteria/Alphaproteobacteria]	0.0000012150
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis	0.0148521609
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.0015530613
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis	0.0013408241
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria class incertae sedis|o__Oscillatoriales	0.0000063968
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	0.0332527252
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.0000575028
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	0.0013783393
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	0.0044134473
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales	0.0000062166
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria order incertae sedis	0.0003104181
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.0017505216
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.0005120783
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.0125431885
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	0.2770048211
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia order incertae sedis	0.0003527225
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.0040298550
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	0.0085404493
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	0.0067261662
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.0034675981
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.0008354339
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Erysipelotrichia]|o__Firmicutes order [Clostridiales/Erysipelotrichales]	0.0002655126
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis|o__Firmicutes order incertae sedis	0.0161480054
k__Bacteria|p__Candidatus Melainabacteria|c__Candidatus Melainabacteria class incertae sedis|o__Candidatus Gastranaerophilales	0.0006047803
k__Bacteria|p__Candidatus Melainabacteria|c__Candidatus Melainabacteria class incertae sedis|o__Candidatus Melainabacteria order incertae sedis	0.0000269042
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales	0.0367565671
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales	0.0000019003
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Geodermatophilales	0.0000665385
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.0000218530
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales	0.0000054898
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micromonosporales	0.0000107412
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales	0.0000071250
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales	0.0000091407
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinobacteria order [Actinomycetales/Micrococcales]	0.0000052643
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinobacteria order [Corynebacteriales/Pseudonocardiales]	0.0000035041
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	0.0006385931
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	0.0029906134
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriia order incertae sedis	0.0000435729
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	0.1707259369
k__Bacteria|p__Lentisphaerae|c__Lentisphaerae class incertae sedis|o__Lentisphaerae order incertae sedis	0.0001861063
k__Bacteria|p__Fusobacteria|c__Fusobacteria class incertae sedis|o__Fusobacteria order incertae sedis	0.0001306416
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	0.0000099575
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales	0.0000029961
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales	0.0004785545
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mollicutes order incertae sedis	0.0008584261
k__Bacteria|p__Elusimicrobia|c__Elusimicrobia|o__Elusimicrobiales	0.0028091628
k__Bacteria|p__Elusimicrobia|c__Elusimicrobia class incertae sedis|o__Elusimicrobia order incertae sedis	0.0040539823
k__Bacteria|p__Candidatus Saccharibacteria|c__Candidatus Saccharibacteria class incertae sedis|o__Candidatus Saccharibacteria order incertae sedis	0.0000008699
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	0.2182446788
k__Bacteria|p__Bacteria phylum [Firmicutes/Actinobacteria]|c__Coriobacteriia|o__Coriobacteriales	0.0000252147
k__Bacteria|p__Bacteria phylum [Proteobacteria/Actinobacteria]|c__Bacteria class [Actinobacteria/Alphaproteobacteria]|o__Bacteria order [Rhizobiales/Micromonosporales]	0.0000012150
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis	0.0148521609
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	0.0015530613
