#mOTUs2_clade	unnamed sample
k__Bacteria	0.7411887278
k__Archaea	0.0010483372
k__Archaea|p__Euryarchaeota	0.0010483372
k__Bacteria|p__Proteobacteria	0.0314369028
k__Bacteria|p__Firmicutes	0.3427052124
k__Bacteria|p__Candidatus Melainabacteria	0.0001906303
k__Bacteria|p__Chloroflexi	0.0379767013
k__Bacteria|p__Actinobacteria	0.0061688931
k__Bacteria|p__Spirochaetes	0.0282360030
k__Bacteria|p__Tenericutes	0.0045448619
k__Bacteria|p__Bacteroidetes	0.2859419387
k__Bacteria|p__Bacteria phylum incertae sedis	0.0039875843
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.0010483372
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.0135046470
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	0.0012480579
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.0002376531
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.0018721078
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.0145744370
k__Bacteria|p__Firmicutes|c__Clostridia	0.2909564329
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.0064577697
k__Bacteria|p__Firmicutes|c__Negativicutes	0.0179773869
k__Bacteria|p__Firmicutes|c__Bacilli	0.0002135367
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Erysipelotrichia]	0.0002818259
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis	0.0268182603
k__Bacteria|p__Candidatus Melainabacteria|c__Candidatus Melainabacteria class incertae sedis	0.0001906303
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia	0.0379767013
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	0.0061688931
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0.0282360030
k__Bacteria|p__Tenericutes|c__Mollicutes	0.0045448619
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	0.2859419387
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis	0.0039875843
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.0010483372
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	0.0131479399
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.0000995780
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	0.0002571290
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	0.0004394807
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria order incertae sedis	0.0008085772
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.0002376531
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.0018721078
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.0145744370
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	0.2907729138
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia order incertae sedis	0.0001835191
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.0064577697
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	0.0166428066
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.0013345802
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.0002135367
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Erysipelotrichia]|o__Firmicutes order [Clostridiales/Erysipelotrichales]	0.0002818259
