#mOTUs2_clade	unnamed sample
k__Bacteria	0.7054492625
k__Bacteria|p__Proteobacteria	0.0891517118
k__Bacteria|p__Firmicutes	0.2112140559
k__Bacteria|p__Candidatus Melainabacteria	0.0189854823
k__Bacteria|p__Chloroflexi	0.0173871854
k__Bacteria|p__Actinobacteria	0.0045070633
k__Bacteria|p__Spirochaetes	0.0002311252
k__Bacteria|p__Fusobacteria	0.0375384273
k__Bacteria|p__Tenericutes	0.0043182498
k__Bacteria|p__Elusimicrobia	0.0134001887
k__Bacteria|p__Verrucomicrobia	0.0014542283
k__Bacteria|p__Bacteroidetes	0.3011717236
k__Bacteria|p__Bacteria phylum incertae sedis	0.0060898209
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.0133299274
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	0.0404503830
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.0043615690
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.0001942908
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.0308155416
k__Bacteria|p__Firmicutes|c__Clostridia	0.1894774549
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.0016176636
k__Bacteria|p__Firmicutes|c__Negativicutes	0.0052684824
k__Bacteria|p__Firmicutes|c__Bacilli	0.0000457091
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Erysipelotrichia]	0.0001230200
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis	0.0146817260
k__Bacteria|p__Candidatus Melainabacteria|c__Candidatus Melainabacteria class incertae sedis	0.0189854823
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia	0.0173871854
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.0006194288
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	0.0038876345
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0.0002311252
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.0334329954
k__Bacteria|p__Fusobacteria|c__Fusobacteria class incertae sedis	0.0041054318
k__Bacteria|p__Tenericutes|c__Mollicutes	0.0043182498
k__Bacteria|p__Elusimicrobia|c__Elusimicrobia class incertae sedis	0.0134001887
k__Bacteria|p__Verrucomicrobia|c__Opitutae	0.0014542283
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	0.3011717236
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis	0.0060898209
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	0.0132857944
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.0000441330
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	0.0317167192
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria order incertae sedis	0.0087336638
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.0043615690
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.0001942908
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.0308155416
