tool	sample	Sum of abundances	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
strmgCAMI2_short_read_sample_0-99.bracken_2.2.profile	strmgCAMI2_short_read_sample_0	0.9999400000000007	0.03028124066666669	0.5228044134175506	0.3795629999999999	1.0	0.13636363636363635	0.24000000000000002	6.0	38.0	0.0	44.0	0.13636363636363635	0.7782155183731275	0.20564918612901023	0.1897870987194122
strmgCAMI2_short_read_sample_0-99.bracken_2.2.profile	strmgCAMI2_short_read_sample_74	1.0000300000000006	0.031858506285714315	0.5010124912392044	0.41384	1.0	0.16666666666666666	0.2857142857142857	6.0	30.0	0.0	36.0	0.16666666666666666	0.8097691117697319	0.22597037316582602	0.20691689624655624
strmgCAMI2_short_read_sample_0-99.bracken_2.2.profile	strmgCAMI2_short_read_sample_73	1.0000099999999998	0.03515330671428573	0.43225862359139383	0.4648119999999997	1.0	0.11320754716981132	0.2033898305084746	6.0	47.0	0.0	53.0	0.11320754716981132	0.8512101559060188	0.21439485419208434	0.23240483797580994
strmgCAMI2_short_read_sample_0-99.bracken_2.2.profile	strmgCAMI2_short_read_sample_72	1.0000100000000003	0.035344726809523795	0.5215336053301907	0.453791	1.0	0.18181818181818182	0.3076923076923077	6.0	27.0	0.0	33.0	0.18181818181818182	0.8826506563987171	0.25243779425105034	0.22689447897484458
strmgCAMI2_short_read_sample_0-99.bracken_2.2.profile	strmgCAMI2_short_read_sample_71	0.99999	0.033537491142857194	0.4998008886380948	0.4399650000000001	1.0	0.1935483870967742	0.3243243243243243	6.0	25.0	0.0	31.0	0.1935483870967742	0.8548601914153628	0.2489409949748287	0.21998348992570466
strmgCAMI2_short_read_sample_0-99.bracken_2.2.profile	strmgCAMI2_short_read_sample_70	1.0000100000000005	0.03369471938095239	0.5048082634906351	0.43908000000000014	1.0	0.16666666666666666	0.2857142857142857	6.0	30.0	0.0	36.0	0.16666666666666666	0.7486137837051127	0.20890465393428018	0.21953890230548848
strmgCAMI2_short_read_sample_0-99.bracken_2.2.profile	strmgCAMI2_short_read_sample_7	1.0000100000000005	0.03383975314285712	0.5100675769370953	0.43169699999999983	1.0	0.16666666666666666	0.2857142857142857	6.0	30.0	0.0	36.0	0.16666666666666666	0.7472640011883466	0.20852798995121005	0.2158475286861208
strmgCAMI2_short_read_sample_0-99.bracken_2.2.profile	strmgCAMI2_short_read_sample_69	1.0000000000000007	0.030967347380952432	0.5860355402428474	0.39331699999999975	1.0	0.08955223880597014	0.1643835616438356	6.0	61.0	0.0	67.0	0.08955223880597014	0.9825937070768477	0.2336897833019653	0.19665840167079918
strmgCAMI2_short_read_sample_0-99.bracken_2.2.profile	strmgCAMI2_short_read_sample_68	0.9999800000000001	0.03306578500000004	0.5088562508240017	0.4447779999999999	1.0	0.17142857142857143	0.2926829268292683	6.0	29.0	0.0	35.0	0.17142857142857143	0.9286971572036524	0.26121131915692125	0.2223912239122391
strmgCAMI2_short_read_sample_0-99.bracken_2.2.profile	strmgCAMI2_short_read_sample_67	0.9999899999999999	0.03273388619047616	0.49187218687460005	0.428778	1.0	0.2222222222222222	0.3636363636363636	6.0	21.0	0.0	27.0	0.2222222222222222	0.9013512877652047	0.2734817663648346	0.21439007195035972
strmgCAMI2_short_read_sample_0-99.bracken_2.2.profile	strmgCAMI2_short_read_sample_66	0.9999699999999998	0.03442806471428578	0.45836600467581967	0.45263599999999976	1.0	0.1111111111111111	0.19999999999999998	6.0	48.0	0.0	54.0	0.1111111111111111	0.8687160868400864	0.21777878194030745	0.22632139482092226
strmgCAMI2_short_read_sample_0-99.bracken_2.2.profile	strmgCAMI2_short_read_sample_65	1.0	0.02680338323809525	0.5145322480066485	0.3303879999999998	1.0	0.15384615384615385	0.2666666666666667	6.0	33.0	0.0	39.0	0.15384615384615385	0.8729139892682721	0.23826922366393324	0.1651939999999999
