tool	sample	Sum of abundances	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_0	0.9997700000000005	0.02714956428571429	2.431560624882359	0.3752699999999997	0.981651376146789	0.46320346320346323	0.6294117647058823	107.0	124.0	2.0	231.0	0.4592274678111588	3.3871284066517817	0.6223573027302677	0.19271199757614352
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_1	0.9997999999999998	0.026148875238095233	1.9756358589243752	0.35346000000000044	0.9658119658119658	0.5380952380952381	0.691131498470948	113.0	97.0	4.0	210.0	0.5280373831775701	3.7257995622357747	0.696787850409257	0.1814513645044046
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_2	0.9998100000000006	0.026859135238095258	1.7919498083824832	0.3644100000000001	0.9716981132075472	0.5228426395939086	0.6798679867986799	103.0	94.0	3.0	197.0	0.515	3.5702180443182447	0.6757676265441066	0.1875685218832516
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_3	0.9997600000000003	0.02586097619047618	1.2864317506666207	0.34896	0.9833333333333333	0.5388127853881278	0.696165191740413	118.0	101.0	2.0	219.0	0.5339366515837104	3.6598010384269384	0.6791152951589225	0.18043060122851645
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_4	0.9999200000000008	0.02485267809523806	2.127676072820388	0.36258999999999986	0.9801980198019802	0.43231441048034935	0.6	99.0	130.0	2.0	229.0	0.42857142857142855	3.4764387989875822	0.6397895948143126	0.1873220881874306
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_5	0.9998600000000007	0.024023881428571415	1.4791176683310858	0.3262799999999999	0.9719626168224299	0.4792626728110599	0.6419753086419753	104.0	113.0	3.0	217.0	0.4727272727272727	3.5511352335518582	0.6600749048148455	0.16689514066496164
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_6	0.9998900000000002	0.026623641428571435	1.4584280591599728	0.36722000000000016	0.9818181818181818	0.463519313304721	0.629737609329446	108.0	125.0	2.0	233.0	0.4595744680851064	3.6423969533717884	0.6682023956351251	0.18696604042564027
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_7	0.9998199999999998	0.028568439047619073	1.749899444809546	0.3904399999999999	0.9807692307692307	0.4636363636363636	0.6296296296296297	102.0	118.0	2.0	220.0	0.4594594594594595	3.5469622922836925	0.6576209168692888	0.19931390766340634
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_8	0.999870000000001	0.027485435714285734	1.1493342951725074	0.3707799999999997	0.9655172413793104	0.5333333333333333	0.6871165644171779	112.0	98.0	4.0	210.0	0.5233644859813084	3.556100241465171	0.6650511928246219	0.18889590805347242
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_9	0.9997800000000003	0.024786913333333323	2.3958721569490473	0.35925999999999986	0.9795918367346939	0.4	0.5680473372781065	96.0	144.0	2.0	240.0	0.39669421487603307	3.5116066747873163	0.6407294339043967	0.1832155278806238
marmgCAMI2_short_read_sample_0-9.ccmetagen_1.1.3.profile	marmgCAMI2_short_read_sample_9	0.9499261200000001	0.042746942728571345	0.6131631278814977	0.6772033800000001	0.5102040816326531	0.8620689655172413	0.641025641025641	50.0	8.0	48.0	58.0	0.4716981132075472	2.95472682767072	0.7276858263978192	0.35437007391687486
marmgCAMI2_short_read_sample_0-9.ccmetagen_1.1.3.profile	marmgCAMI2_short_read_sample_8	0.9606577999999999	0.0479625063895238	0.7146417671112691	0.7762475400000006	0.4224137931034483	0.875	0.569767441860465	49.0	7.0	67.0	56.0	0.3983739837398374	3.0567625637836477	0.7593777633937351	0.4035247354038987
marmgCAMI2_short_read_sample_0-9.ccmetagen_1.1.3.profile	marmgCAMI2_short_read_sample_6	0.9381429400000004	0.04673363485904755	0.6671619084276101	0.7541509400000002	0.4636363636363636	0.864406779661017	0.6035502958579881	51.0	8.0	59.0	59.0	0.4322033898305085	3.1000878664318896	0.7602843405068604	0.39643061187163303
marmgCAMI2_short_read_sample_0-9.ccmetagen_1.1.3.profile	marmgCAMI2_short_read_sample_5	0.9188294499999999	0.043620058324761894	0.6691084446837295	0.7038942100000005	0.4392523364485981	0.8392857142857143	0.5766871165644171	47.0	9.0	60.0	56.0	0.4051724137931034	3.036255095545706	0.7542831853758336	0.3756166942849575
marmgCAMI2_short_read_sample_0-9.ccmetagen_1.1.3.profile	marmgCAMI2_short_read_sample_7	0.95252262	0.0493610578771428	0.6084649621286083	0.7814722799999996	0.4326923076923077	0.8653846153846154	0.576923076923077	45.0	7.0	59.0	52.0	0.40540540540540543	2.9873432952507097	0.7560513873649949	0.40880049850006495
marmgCAMI2_short_read_sample_0-9.ccmetagen_1.1.3.profile	marmgCAMI2_short_read_sample_3	0.9218753300000003	0.04830839967809515	0.6804054341333127	0.7387441300000002	0.425	0.85	0.5666666666666667	51.0	9.0	69.0	60.0	0.3953488372093023	2.904805624018183	0.7094677987828348	0.397996933801871
marmgCAMI2_short_read_sample_0-9.ccmetagen_1.1.3.profile	marmgCAMI2_short_read_sample_2	0.95203246	0.05046459766380964	0.5869512246417116	0.7733818199999993	0.4716981132075472	0.8333333333333334	0.6024096385542169	50.0	10.0	56.0	60.0	0.43103448275862066	3.021375452353054	0.7379387363317756	0.40811006477429945
marmgCAMI2_short_read_sample_0-9.ccmetagen_1.1.3.profile	marmgCAMI2_short_read_sample_1	0.9579400699999998	0.04894860674190474	0.5849572069755691	0.7447104099999994	0.5042735042735043	0.9076923076923077	0.6483516483516484	59.0	6.0	58.0	65.0	0.4796747967479675	3.0893679998895407	0.740076998166674	0.39069848520597356
marmgCAMI2_short_read_sample_0-9.ccmetagen_1.1.3.profile	marmgCAMI2_short_read_sample_0	0.95693107	0.05183732439904753	0.5975925002257237	0.7808257700000005	0.47706422018348627	0.8387096774193549	0.608187134502924	52.0	10.0	57.0	62.0	0.4369747899159664	2.72672672110602	0.6606828047534558	0.4099961308417251
marmgCAMI2_short_read_sample_0-9.ccmetagen_1.1.3.profile	marmgCAMI2_short_read_sample_4	0.9288485200000003	0.04432987956571422	0.6062032969294643	0.7042701600000004	0.45544554455445546	0.8214285714285714	0.5859872611464968	46.0	10.0	55.0	56.0	0.4144144144144144	2.8206835589733847	0.7007297189623308	0.3777101111301012
marmgCAMI2_short_read_sample_0-9.centrifuge_1.0.4_beta.profile	marmgCAMI2_short_read_sample_9	0.8902000000000008	0.024674173333333344	0.2973151413314115	0.34052000000000016	0.9489795918367347	0.75	0.8378378378378378	93.0	31.0	5.0	124.0	0.7209302325581395	3.1807488211874198	0.6598678475306401	0.18393759993085862
marmgCAMI2_short_read_sample_0-9.centrifuge_1.0.4_beta.profile	marmgCAMI2_short_read_sample_8	0.9018999999999996	0.02445167285714288	0.25087680411482516	0.35840999999999995	0.9482758620689655	0.8333333333333334	0.8870967741935484	110.0	22.0	6.0	132.0	0.7971014492753623	3.268166869105042	0.6693220247144342	0.1921862181016778
marmgCAMI2_short_read_sample_0-9.centrifuge_1.0.4_beta.profile	marmgCAMI2_short_read_sample_7	0.8853000000000004	0.02553093904761907	0.2609769703656226	0.3731999999999999	0.9519230769230769	0.8114754098360656	0.8761061946902655	99.0	23.0	5.0	122.0	0.7795275590551181	3.1971745565998924	0.6655205143418383	0.20234222511385816
marmgCAMI2_short_read_sample_0-9.centrifuge_1.0.4_beta.profile	marmgCAMI2_short_read_sample_6	0.8864000000000007	0.0257508633333333	0.26500178292257154	0.3700700000000002	0.9545454545454546	0.8076923076923077	0.875	105.0	25.0	5.0	130.0	0.7777777777777778	3.3006479272850524	0.6780944153309741	0.19997190115691582
marmgCAMI2_short_read_sample_0-9.centrifuge_1.0.4_beta.profile	marmgCAMI2_short_read_sample_5	0.8971000000000002	0.02294801476190479	0.23236993611515183	0.3207400000000002	0.9345794392523364	0.7936507936507936	0.8583690987124463	100.0	26.0	7.0	126.0	0.7518796992481203	3.231911485476183	0.6682636677631969	0.17316330497127802
marmgCAMI2_short_read_sample_0-9.centrifuge_1.0.4_beta.profile	marmgCAMI2_short_read_sample_4	0.8800000000000006	0.023621213333333314	0.28323214132442986	0.32431000000000004	0.9405940594059405	0.7421875	0.8296943231441049	95.0	33.0	6.0	128.0	0.7089552238805971	3.133366990481713	0.6457847169218777	0.17861135741547476
marmgCAMI2_short_read_sample_0-9.centrifuge_1.0.4_beta.profile	marmgCAMI2_short_read_sample_2	0.8920000000000001	0.02447341809523813	0.2972103615477082	0.3459399999999999	0.9528301886792453	0.8145161290322581	0.8782608695652175	101.0	23.0	5.0	124.0	0.7829457364341085	3.2402449155613002	0.6722107145528516	0.18852316076294276
marmgCAMI2_short_read_sample_0-9.centrifuge_1.0.4_beta.profile	marmgCAMI2_short_read_sample_1	0.8905000000000008	0.02425229047619042	0.3219399368388877	0.3397399999999999	0.9401709401709402	0.8088235294117647	0.8695652173913043	110.0	26.0	7.0	136.0	0.7692307692307693	3.3807519802134705	0.6881720900097259	0.18477586938313775
marmgCAMI2_short_read_sample_0-9.centrifuge_1.0.4_beta.profile	marmgCAMI2_short_read_sample_0	0.8800000000000006	0.024597670000000006	0.289248353346425	0.33654000000000045	0.9357798165137615	0.7669172932330827	0.8429752066115702	102.0	31.0	7.0	133.0	0.7285714285714285	3.048000885504453	0.6232685654107436	0.1841491841491841
marmgCAMI2_short_read_sample_0-9.centrifuge_1.0.4_beta.profile	marmgCAMI2_short_read_sample_3	0.8802999999999997	0.023914441904761906	0.24279312540522233	0.32878	0.9583333333333334	0.8333333333333334	0.8914728682170543	115.0	23.0	5.0	138.0	0.8041958041958042	3.298645947400982	0.6694694769497621	0.18118793329585914
marmgCAMI2_short_read_sample_0-9.dudes_0.08.profile	marmgCAMI2_short_read_sample_6	0.9703817000000002	0.026024493361904658	0.7263624970818987	0.3716467000000002	0.6	0.9850746268656716	0.7457627118644069	66.0	1.0	44.0	67.0	0.5945945945945946	3.0659907196251184	0.7291830811806681	0.19210601389430126
marmgCAMI2_short_read_sample_0-9.dudes_0.08.profile	marmgCAMI2_short_read_sample_9	0.9756725999999998	0.024582995714285686	0.7118580820002692	0.38678940000000034	0.5612244897959183	0.9649122807017544	0.7096774193548387	55.0	2.0	43.0	57.0	0.55	3.1157183113974396	0.7706353704157236	0.1997102779157235
marmgCAMI2_short_read_sample_0-9.dudes_0.08.profile	marmgCAMI2_short_read_sample_8	0.9747137999999996	0.02144932217142859	0.7388765416055975	0.33221720000000027	0.5344827586206896	0.9841269841269841	0.6927374301675977	62.0	1.0	54.0	63.0	0.5299145299145299	2.9428827660050163	0.7103034200792507	0.17144713813186382
marmgCAMI2_short_read_sample_0-9.dudes_0.08.profile	marmgCAMI2_short_read_sample_7	0.9672003000000003	0.023904701590476207	0.7189010669675961	0.3703102999999998	0.5480769230769231	1.0	0.7080745341614907	57.0	0.0	47.0	57.0	0.5480769230769231	2.9993493555500814	0.7418529117877168	0.19223913322341274
marmgCAMI2_short_read_sample_0-9.dudes_0.08.profile	marmgCAMI2_short_read_sample_5	0.9589712	0.02323987045714287	0.7380765933964689	0.34818259999999995	0.514018691588785	0.9482758620689655	0.6666666666666666	55.0	3.0	52.0	58.0	0.5	2.984395051158525	0.7349924733352953	0.18190301587493976
marmgCAMI2_short_read_sample_0-9.dudes_0.08.profile	marmgCAMI2_short_read_sample_2	0.9502442999999999	0.021489442390476253	0.6723292679562399	0.34000989999999987	0.5849056603773585	0.96875	0.7294117647058823	62.0	2.0	44.0	64.0	0.5740740740740741	3.013822160350828	0.7246710474765671	0.17959113887204095
marmgCAMI2_short_read_sample_0-9.dudes_0.08.profile	marmgCAMI2_short_read_sample_3	0.9389292000000005	0.022965967180952306	0.7348016989031173	0.3687876	0.5083333333333333	0.9838709677419355	0.6703296703296703	61.0	1.0	59.0	62.0	0.5041322314049587	3.037172705483784	0.7359035161271107	0.1968747537648224
marmgCAMI2_short_read_sample_0-9.dudes_0.08.profile	marmgCAMI2_short_read_sample_4	0.9286555999999999	0.020376825495238057	0.7326926248609597	0.33752180000000015	0.5346534653465347	0.9642857142857143	0.6878980891719746	54.0	2.0	47.0	56.0	0.5242718446601942	2.971923220594011	0.7383015072780508	0.18103647657437388
marmgCAMI2_short_read_sample_0-9.dudes_0.08.profile	marmgCAMI2_short_read_sample_1	0.9522581999999989	0.022266007142857105	0.6602856646498666	0.36914779999999986	0.5555555555555556	0.9848484848484849	0.7103825136612022	65.0	1.0	52.0	66.0	0.5508474576271186	3.1884222958913258	0.7610226837806616	0.19424556131908235
marmgCAMI2_short_read_sample_0-9.dudes_0.08.profile	marmgCAMI2_short_read_sample_0	0.9576490999999997	0.0214418353714286	0.6983794502002239	0.35560509999999984	0.5412844036697247	0.9672131147540983	0.6941176470588234	59.0	2.0	50.0	61.0	0.5315315315315315	2.8287628764780197	0.6881171667977894	0.18665081592163216
marmgCAMI2_short_read_sample_0-9.focus_1.5.profile	marmgCAMI2_short_read_sample_9	0.926684814964777	0.0614519978639566	0.6657189588632865	0.7552857476734701	0.5306122448979592	0.5473684210526316	0.538860103626943	52.0	43.0	46.0	95.0	0.36879432624113473	3.4886289705031914	0.7660788935550366	0.40009525640383464
marmgCAMI2_short_read_sample_0-9.focus_1.5.profile	marmgCAMI2_short_read_sample_8	0.9418511072301763	0.06184974463053011	0.7271875636849553	0.7366689855949233	0.47413793103448276	0.6043956043956044	0.5314009661835748	55.0	36.0	61.0	91.0	0.3618421052631579	3.4814289929091355	0.7717883893035256	0.38673107598175477
marmgCAMI2_short_read_sample_0-9.focus_1.5.profile	marmgCAMI2_short_read_sample_7	0.935902521982093	0.06355262596475943	0.6777639266174367	0.7703935043244544	0.5384615384615384	0.5714285714285714	0.5544554455445544	56.0	42.0	48.0	98.0	0.3835616438356164	3.518747023013111	0.7674529948974435	0.4065395667751696
marmgCAMI2_short_read_sample_0-9.focus_1.5.profile	marmgCAMI2_short_read_sample_6	0.9170154731715077	0.06753656937708435	0.7253785869018242	0.8294470381946065	0.5	0.5913978494623656	0.5418719211822661	55.0	38.0	55.0	93.0	0.3716216216216216	3.511968894714251	0.7748244467703964	0.4409078284466689
marmgCAMI2_short_read_sample_0-9.focus_1.5.profile	marmgCAMI2_short_read_sample_5	0.8762256971918962	0.06875186701202197	0.7119929344443218	0.8700385858820796	0.5046728971962616	0.6067415730337079	0.5510204081632654	54.0	35.0	53.0	89.0	0.38028169014084506	3.418140685421375	0.7615098225533812	0.47507638000217184
marmgCAMI2_short_read_sample_0-9.focus_1.5.profile	marmgCAMI2_short_read_sample_3	0.9234289895167442	0.06299629047640354	0.7113769978315021	0.7247575885447389	0.5083333333333333	0.6224489795918368	0.5596330275229358	61.0	37.0	59.0	98.0	0.3885350318471338	3.5275856538273938	0.7693807361203421	0.3901351571395874
marmgCAMI2_short_read_sample_0-9.focus_1.5.profile	marmgCAMI2_short_read_sample_2	0.9407098670757748	0.060481922634568815	0.6441186206536743	0.732865895348411	0.5283018867924528	0.5773195876288659	0.5517241379310345	56.0	41.0	50.0	97.0	0.38095238095238093	3.553104992158395	0.7766840372767754	0.38905455036241576
