tool	sample	Sum of abundances	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_0	0.9999700000000008	0.02714956428571429	2.431560624882359	0.3033200000000001	0.9701492537313433	0.52	0.6770833333333334	65.0	60.0	2.0	125.0	0.5118110236220472	2.9653784401319374	0.6141644063479537	0.15517788259850812
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_1	0.9999100000000002	0.026148875238095233	1.9756358589243752	0.29654	0.9722222222222222	0.6086956521739131	0.7486631016042781	70.0	45.0	2.0	115.0	0.5982905982905983	3.1415041416549374	0.6620756749872816	0.151737194903546
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_2	0.9999700000000005	0.026859135238095258	1.7919498083824832	0.3063600000000001	0.9705882352941176	0.5892857142857143	0.7333333333333333	66.0	46.0	2.0	112.0	0.5789473684210527	3.095737715277182	0.6560852931660213	0.15687921181458797
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_3	0.9999400000000012	0.02586097619047618	1.2864317506666207	0.31503000000000014	0.972972972972973	0.6	0.7422680412371134	72.0	48.0	2.0	120.0	0.5901639344262295	3.1987219214683633	0.6681415015056638	0.1616973006821436
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_4	0.9999400000000006	0.02485267809523806	2.127676072820388	0.33335999999999993	0.96875	0.543859649122807	0.6966292134831461	62.0	52.0	2.0	114.0	0.5344827586206896	3.049311485773501	0.6438310216513783	0.17013024129343074
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_5	0.9999700000000001	0.024023881428571415	1.4791176683310858	0.2953600000000002	0.9545454545454546	0.5384615384615384	0.6885245901639344	63.0	54.0	3.0	117.0	0.525	3.05792777010068	0.6421285345661248	0.15028901734104047
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_6	1.000020000000001	0.026623641428571435	1.4584280591599728	0.32277000000000006	0.9857142857142858	0.552	0.7076923076923077	69.0	56.0	1.0	125.0	0.5476190476190477	3.097673605216434	0.64156427559473	0.1635993167522416
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_7	0.9998900000000011	0.028568439047619073	1.749899444809546	0.34115000000000006	0.9848484848484849	0.5701754385964912	0.7222222222222222	65.0	49.0	1.0	114.0	0.5652173913043478	3.03729598520391	0.6412940712468478	0.17300134384746066
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_8	0.999930000000001	0.027485435714285734	1.1493342951725074	0.3098000000000001	0.9583333333333334	0.6272727272727273	0.7582417582417583	69.0	41.0	3.0	110.0	0.6106194690265486	3.0176126253995363	0.6419796256059503	0.15715198798786614
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_9	0.9999400000000008	0.024786913333333323	2.3958721569490473	0.3356100000000001	0.967741935483871	0.47244094488188976	0.6349206349206349	60.0	67.0	2.0	127.0	0.46511627906976744	3.018367753079203	0.6230906649986183	0.16999022433381114
