tool	sample	Sum of abundances	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_0	na	0.02714956428571429	2.431560624882359	na	0.0	0.0	na	0.0	0.0	17.0	na	0.0	na	na	na
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_1	na	0.026148875238095233	1.9756358589243752	na	0.0	0.0	na	0.0	0.0	21.0	na	0.0	na	na	na
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_2	na	0.026859135238095258	1.7919498083824832	na	0.0	0.0	na	0.0	0.0	22.0	na	0.0	na	na	na
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_3	na	0.02586097619047618	1.2864317506666207	na	0.0	0.0	na	0.0	0.0	22.0	na	0.0	na	na	na
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_4	na	0.02485267809523806	2.127676072820388	na	0.0	0.0	na	0.0	0.0	18.0	na	0.0	na	na	na
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_5	na	0.024023881428571415	1.4791176683310858	na	0.0	0.0	na	0.0	0.0	20.0	na	0.0	na	na	na
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_6	na	0.026623641428571435	1.4584280591599728	na	0.0	0.0	na	0.0	0.0	22.0	na	0.0	na	na	na
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_7	na	0.028568439047619073	1.749899444809546	na	0.0	0.0	na	0.0	0.0	20.0	na	0.0	na	na	na
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_8	na	0.027485435714285734	1.1493342951725074	na	0.0	0.0	na	0.0	0.0	23.0	na	0.0	na	na	na
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_9	na	0.024786913333333323	2.3958721569490473	na	0.0	0.0	na	0.0	0.0	21.0	na	0.0	na	na	na
marmgCAMI2_short_read_sample_0-9.ccmetagen_1.1.3.profile	marmgCAMI2_short_read_sample_9	0.99359896	0.042746942728571345	0.6131631278814977	0.22149087999999995	0.42857142857142855	0.75	0.5454545454545454	9.0	3.0	12.0	12.0	0.375	0.91701258859871	0.3690330132429502	0.11110102103985849
marmgCAMI2_short_read_sample_0-9.ccmetagen_1.1.3.profile	marmgCAMI2_short_read_sample_8	0.99085729	0.0479625063895238	0.7146417671112691	0.28177145000000003	0.43478260869565216	0.8333333333333334	0.5714285714285714	10.0	2.0	13.0	12.0	0.4	0.8144470540780587	0.327757605762592	0.14153343223025408
