#mpa_vOct22_CHOCOPhlAnSGB_202212
#/home/jimshawster/miniconda3/envs/mpa4/bin/metaphlan ERR479206_1.fastq.gz,ERR479206_2.fastq.gz --bowtie2out ERR479206.bowtie2.bz2 --nproc 10 --input_type fastq -o ERR479206_metaphlan.txt
#17512558 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	98.76445	
k__Archaea	2157	1.23555	
k__Bacteria|p__Firmicutes	2|1239	71.0494	
k__Bacteria|p__Bacteroidetes	2|976	22.55911	
k__Bacteria|p__Proteobacteria	2|1224	3.48238	
k__Bacteria|p__Actinobacteria	2|201174	1.40007	
k__Archaea|p__Euryarchaeota	2157|28890	1.19975	
k__Bacteria|p__Verrucomicrobia	2|74201	0.259	
k__Archaea|p__Thaumarchaeota	2157|651137	0.0358	
k__Bacteria|p__Bacteria_unclassified	2|	0.01269	
k__Bacteria|p__Synergistetes	2|508458	0.0013	
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.0005	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	55.29321	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	22.37454	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	4.44056	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	3.11005	
k__Bacteria|p__Firmicutes|c__CFGB9581	2|1239|	1.5631	
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	2|1224|28211	1.40801	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	1.38007	
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	1.19975	
k__Bacteria|p__Firmicutes|c__CFGB14936	2|1239|	1.19908	
k__Bacteria|p__Firmicutes|c__CFGB2982	2|1239|	1.14074	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	1.0011	
k__Bacteria|p__Firmicutes|c__CFGB1227	2|1239|	0.92146	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.66474	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.52183	
k__Bacteria|p__Firmicutes|c__CFGB3070	2|1239|	0.50908	
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.32099	
k__Bacteria|p__Proteobacteria|c__CFGB2404	2|1224|	0.30395	
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	0.259	
k__Bacteria|p__Firmicutes|c__CFGB75721	2|1239|	0.18889	
k__Bacteria|p__Proteobacteria|c__CFGB3069	2|1224|	0.13898	
k__Bacteria|p__Bacteroidetes|c__CFGB602	2|976|	0.11299	
k__Bacteria|p__Firmicutes|c__CFGB76016	2|1239|	0.09622	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.09523	
k__Bacteria|p__Firmicutes|c__CFGB1292	2|1239|	0.08886	
k__Bacteria|p__Firmicutes|c__CFGB72926	2|1239|	0.08044	
k__Bacteria|p__Firmicutes|c__CFGB3047	2|1239|	0.07969	
k__Bacteria|p__Firmicutes|c__CFGB2915	2|1239|	0.07441	
k__Bacteria|p__Firmicutes|c__CFGB2957	2|1239|	0.05329	
k__Bacteria|p__Firmicutes|c__CFGB2918	2|1239|	0.04969	
k__Bacteria|p__Firmicutes|c__CFGB15209	2|1239|	0.04636	
k__Bacteria|p__Firmicutes|c__CFGB3068	2|1239|	0.04088	
k__Bacteria|p__Bacteroidetes|c__CFGB59744	2|976|	0.0383	
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified	2157|651137|	0.0358	
k__Bacteria|p__Firmicutes|c__CFGB1670	2|1239|	0.03328	
k__Bacteria|p__Firmicutes|c__CFGB1211	2|1239|	0.03177	
k__Bacteria|p__Firmicutes|c__CFGB75922	2|1239|	0.03112	
k__Bacteria|p__Firmicutes|c__CFGB9536	2|1239|	0.02545	
k__Bacteria|p__Firmicutes|c__CFGB40183	2|1239|	0.02193	
k__Bacteria|p__Firmicutes|c__CFGB1011	2|1239|	0.01326	
k__Bacteria|p__Firmicutes|c__CFGB3004	2|1239|	0.01313	
k__Bacteria|p__Bacteria_unclassified|c__CFGB76763	2||	0.01269	
k__Bacteria|p__Firmicutes|c__CFGB1262	2|1239|	0.00829	
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	0.00615	
k__Bacteria|p__Firmicutes|c__CFGB76779	2|1239|	0.00572	
k__Bacteria|p__Firmicutes|c__CFGB9238	2|1239|	0.00483	
k__Bacteria|p__Firmicutes|c__CFGB76783	2|1239|	0.00268	
k__Bacteria|p__Firmicutes|c__Tissierellia	2|1239|1737404	0.00148	
k__Bacteria|p__Synergistetes|c__Synergistia	2|508458|649775	0.0013	
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanosyncoccalia	2|95818|2171982	0.0005	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	54.77368	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	22.37454	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	4.44056	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	3.11005	
k__Bacteria|p__Firmicutes|c__CFGB9581|o__OFGB9581	2|1239||	1.5631	
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	2|1224|28211|356	1.40801	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	1.35478	
