#mpa_vOct22_CHOCOPhlAnSGB_202212
#/home/jimshawster/miniconda3/envs/mpa4/bin/metaphlan SRR5813285_1.fastq.gz,SRR5813285_2.fastq.gz --bowtie2out SRR5813285.bowtie2.bz2 --nproc 10 --input_type fastq -o SRR5813285_metaphlan.txt
#10759920 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	99.89096	
k__Archaea	2157	0.10904	
k__Bacteria|p__Firmicutes	2|1239	62.28871	
k__Bacteria|p__Bacteroidetes	2|976	27.56527	
k__Bacteria|p__Actinobacteria	2|201174	3.9893	
k__Bacteria|p__Proteobacteria	2|1224	3.07363	
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	1.26392	
k__Bacteria|p__Verrucomicrobia	2|74201	0.83466	
k__Bacteria|p__Tenericutes	2|544448	0.76756	
k__Bacteria|p__Bacteria_unclassified	2|	0.10791	
k__Archaea|p__Euryarchaeota	2157|28890	0.08446	
k__Archaea|p__Thaumarchaeota	2157|651137	0.02458	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	28.60195	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	27.56527	
k__Bacteria|p__Firmicutes|c__CFGB73062	2|1239|	6.65801	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	5.86068	
k__Bacteria|p__Firmicutes|c__CFGB14936	2|1239|	4.33472	
k__Bacteria|p__Firmicutes|c__CFGB31455	2|1239|	4.09421	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	3.31789	
k__Bacteria|p__Firmicutes|c__CFGB38642	2|1239|	3.03955	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	1.59174	
k__Bacteria|p__Firmicutes|c__CFGB76783	2|1239|	1.43709	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	1.41698	
k__Bacteria|p__Firmicutes|c__CFGB29420	2|1239|	1.31524	
k__Bacteria|p__Firmicutes|c__CFGB2960	2|1239|	1.20294	
k__Bacteria|p__Firmicutes|c__CFGB2982	2|1239|	1.00215	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.89818	
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified	2|1798710|	0.88465	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.83881	
k__Bacteria|p__Tenericutes|c__CFGB1787	2|544448|	0.76756	
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	0.67141	
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	0.63615	
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	2|1224|28211	0.39397	
k__Bacteria|p__Proteobacteria|c__CFGB73028	2|1224|	0.30787	
k__Bacteria|p__Firmicutes|c__CFGB2898	2|1239|	0.30189	
k__Bacteria|p__Firmicutes|c__CFGB9989	2|1239|	0.27635	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.24911	
k__Bacteria|p__Firmicutes|c__CFGB2840	2|1239|	0.24203	
k__Bacteria|p__Proteobacteria|c__CFGB3069	2|1224|	0.23334	
k__Bacteria|p__Firmicutes|c__CFGB1347	2|1239|	0.22848	
k__Bacteria|p__Firmicutes|c__CFGB10477	2|1239|	0.22652	
k__Bacteria|p__Verrucomicrobia|c__Opitutae	2|74201|414999	0.19851	
k__Bacteria|p__Firmicutes|c__CFGB1422	2|1239|	0.19835	
k__Bacteria|p__Firmicutes|c__CFGB1249	2|1239|	0.09804	
k__Bacteria|p__Firmicutes|c__CFGB2918	2|1239|	0.09754	
k__Bacteria|p__Firmicutes|c__CFGB2985	2|1239|	0.09552	
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0.08446	
k__Bacteria|p__Firmicutes|c__CFGB1320	2|1239|	0.08413	
k__Bacteria|p__Firmicutes|c__CFGB1126	2|1239|	0.0754	
k__Bacteria|p__Actinobacteria|c__CFGB2992	2|201174|	0.07362	
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2106	2|1798710|	0.0714	
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.06925	
k__Bacteria|p__Firmicutes|c__CFGB75721	2|1239|	0.04734	
k__Bacteria|p__Firmicutes|c__CFGB76465	2|1239|	0.04362	
k__Bacteria|p__Firmicutes|c__CFGB3068	2|1239|	0.04225	
k__Bacteria|p__Bacteria_unclassified|c__CFGB76763	2||	0.0343	
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified	2157|651137|	0.02458	
k__Bacteria|p__Firmicutes|c__CFGB1226	2|1239|	0.01347	
k__Bacteria|p__Firmicutes|c__CFGB2881	2|1239|	0.0127	
k__Bacteria|p__Firmicutes|c__CFGB3172	2|1239|	0.01137	
k__Bacteria|p__Firmicutes|c__CFGB2954	2|1239|	0.00436	
k__Bacteria|p__Firmicutes|c__CFGB11916	2|1239|	0.00168	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	27.56527	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	27.26526	
k__Bacteria|p__Firmicutes|c__CFGB73062|o__OFGB73062	2|1239||	6.65801	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	5.86068	
k__Bacteria|p__Firmicutes|c__CFGB14936|o__OFGB14936	2|1239||	4.33472	
k__Bacteria|p__Firmicutes|c__CFGB31455|o__OFGB31455	2|1239||	4.09421	
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642	2|1239||	3.03955	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	2.76273	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	2|1224|1236|72274	1.59174	
k__Bacteria|p__Firmicutes|c__CFGB76783|o__OFGB76783	2|1239||	1.43709	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	1.41698	
k__Bacteria|p__Firmicutes|c__CFGB29420|o__OFGB29420	2|1239||	1.31524	
k__Bacteria|p__Firmicutes|c__CFGB2960|o__OFGB2960	2|1239||	1.20294	
k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982	2|1239||	1.00215	
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales	2|1798710||1906119	0.88465	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.83881	
k__Bacteria|p__Tenericutes|c__CFGB1787|o__OFGB1787	2|544448||	0.76756	
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	2|201174|1760|85004	0.67141	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	0.65883	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	0.63711	
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	2|74201|203494|48461	0.63615	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	2|1239|186801|	0.61199	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.55516	
k__Bacteria|p__Proteobacteria|c__CFGB73028|o__OFGB73028	2|1224||	0.30787	
k__Bacteria|p__Firmicutes|c__CFGB2898|o__OFGB2898	2|1239||	0.30189	
k__Bacteria|p__Firmicutes|c__CFGB9989|o__OFGB9989	2|1239||	0.27635	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	0.26107	
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	2|1224|28211|204455	0.25569	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2|1224|28221|213115	0.24911	
