#mpa_vOct22_CHOCOPhlAnSGB_202212
#/home/jimshawster/miniconda3/envs/mpa4/bin/metaphlan ERR479104_1.fastq.gz,ERR479104_2.fastq.gz --bowtie2out ERR479104.bowtie2.bz2 --nproc 10 --input_type fastq -o ERR479104_metaphlan.txt
#12594917 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	97.91459	
k__Archaea	2157	2.08541	
k__Bacteria|p__Firmicutes	2|1239	80.77185	
k__Bacteria|p__Bacteroidetes	2|976	11.65864	
k__Bacteria|p__Actinobacteria	2|201174	2.42282	
k__Archaea|p__Euryarchaeota	2157|28890	2.06792	
k__Bacteria|p__Proteobacteria	2|1224	1.87376	
k__Bacteria|p__Tenericutes	2|544448	0.99701	
k__Bacteria|p__Verrucomicrobia	2|74201	0.15061	
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.03991	
k__Archaea|p__Thaumarchaeota	2157|651137	0.01749	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	66.32036	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	7.30343	
k__Bacteria|p__Bacteroidetes|c__CFGB658	2|976|	3.86081	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	2.93465	
k__Bacteria|p__Firmicutes|c__CFGB8140	2|1239|	2.12194	
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	2.06792	
k__Bacteria|p__Firmicutes|c__CFGB38642	2|1239|	1.80974	
k__Bacteria|p__Firmicutes|c__CFGB76578	2|1239|	1.78152	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	1.01271	
k__Bacteria|p__Firmicutes|c__CFGB14936	2|1239|	0.98843	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.9575	
k__Bacteria|p__Tenericutes|c__CFGB1779	2|544448|	0.79903	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.68175	
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	0.67684	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.58125	
k__Bacteria|p__Proteobacteria|c__CFGB2403	2|1224|	0.46749	
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.42423	
k__Bacteria|p__Firmicutes|c__CFGB72926	2|1239|	0.42159	
k__Bacteria|p__Firmicutes|c__CFGB73062	2|1239|	0.26331	
k__Bacteria|p__Bacteroidetes|c__CFGB529	2|976|	0.2468	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.17512	
k__Bacteria|p__Bacteroidetes|c__CFGB76103	2|976|	0.17199	
k__Bacteria|p__Proteobacteria|c__CFGB2394	2|1224|	0.15433	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.15359	
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	0.15061	
k__Bacteria|p__Firmicutes|c__CFGB10477	2|1239|	0.15016	
k__Bacteria|p__Firmicutes|c__CFGB10312	2|1239|	0.14397	
k__Bacteria|p__Bacteroidetes|c__CFGB602	2|976|	0.12904	
k__Bacteria|p__Firmicutes|c__CFGB1249	2|1239|	0.12751	
k__Bacteria|p__Firmicutes|c__CFGB1359	2|1239|	0.12469	
k__Bacteria|p__Firmicutes|c__CFGB2982	2|1239|	0.10836	
k__Bacteria|p__Firmicutes|c__CFGB9583	2|1239|	0.0998	
k__Bacteria|p__Firmicutes|c__CFGB1670	2|1239|	0.09314	
k__Bacteria|p__Firmicutes|c__CFGB10325	2|1239|	0.08048	
k__Bacteria|p__Firmicutes|c__CFGB76515	2|1239|	0.07946	
k__Bacteria|p__Firmicutes|c__CFGB3068	2|1239|	0.07902	
k__Bacteria|p__Firmicutes|c__CFGB15212	2|1239|	0.07777	
k__Bacteria|p__Firmicutes|c__CFGB76783	2|1239|	0.07723	
k__Bacteria|p__Firmicutes|c__CFGB1337	2|1239|	0.07246	
k__Bacteria|p__Firmicutes|c__CFGB1425	2|1239|	0.06511	
k__Bacteria|p__Firmicutes|c__CFGB4559	2|1239|	0.0647	
k__Bacteria|p__Firmicutes|c__CFGB31455	2|1239|	0.06238	
k__Bacteria|p__Firmicutes|c__CFGB3529	2|1239|	0.05216	
k__Bacteria|p__Firmicutes|c__CFGB1226	2|1239|	0.05094	
k__Bacteria|p__Firmicutes|c__CFGB1201	2|1239|	0.04783	
k__Bacteria|p__Firmicutes|c__CFGB9718	2|1239|	0.04741	
k__Bacteria|p__Firmicutes|c__CFGB2942	2|1239|	0.04332	
k__Bacteria|p__Firmicutes|c__CFGB31626	2|1239|	0.03927	
k__Bacteria|p__Firmicutes|c__CFGB9989	2|1239|	0.02982	
k__Bacteria|p__Firmicutes|c__CFGB75721	2|1239|	0.02849	
k__Bacteria|p__Firmicutes|c__CFGB15209	2|1239|	0.02717	
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	2|976|117747	0.02542	
k__Bacteria|p__Firmicutes|c__CFGB3022	2|1239|	0.0216	
k__Bacteria|p__Tenericutes|c__CFGB4862	2|544448|	0.02057	
k__Bacteria|p__Bacteroidetes|c__CFGB2107	2|976|	0.01964	
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2|1224|29547	0.0181	
k__Bacteria|p__Firmicutes|c__CFGB9120	2|1239|	0.01776	
k__Bacteria|p__Firmicutes|c__CFGB2954	2|1239|	0.01772	
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified	2157|651137|	0.01749	
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified	2|1798710|	0.01644	
k__Bacteria|p__Firmicutes|c__CFGB73223	2|1239|	0.0163	
k__Bacteria|p__Firmicutes|c__CFGB1798	2|1239|	0.01158	
k__Bacteria|p__Firmicutes|c__CFGB72924	2|1239|	0.0107	
k__Bacteria|p__Firmicutes|c__CFGB2873	2|1239|	0.00959	
k__Bacteria|p__Firmicutes|c__CFGB2936	2|1239|	0.00879	
k__Bacteria|p__Tenericutes|c__CFGB10317	2|544448|	0.00541	
k__Bacteria|p__Firmicutes|c__CFGB45503	2|1239|	0.00533	
k__Bacteria|p__Firmicutes|c__CFGB1292	2|1239|	0.00451	
k__Bacteria|p__Proteobacteria|c__CFGB73028	2|1224|	0.00383	
