kraken_genomes/RS_GCF_000970205.1.fa	genomes_0	23088
kraken_genomes/RS_GCF_000012285.1.fa	genomes_1	31455
kraken_genomes/GB_GCA_003162175.1.fa	genomes_2	14742
kraken_genomes/RS_GCF_000022385.1.fa	genomes_3	31457
kraken_genomes/GB_GCA_900083515.1.fa	genomes_4	16898
kraken_genomes/GB_GCA_002498385.1.fa	genomes_5	22923
kraken_genomes/GB_GCA_003139855.1.fa	genomes_6	14740
kraken_genomes/GB_GCA_002498845.1.fa	genomes_7	34310
kraken_genomes/GB_GCA_002499445.1.fa	genomes_8	23094
kraken_genomes/RS_GCF_000016525.1.fa	genomes_9	22936
kraken_genomes/GB_GCA_002508705.1.fa	genomes_10	23002
kraken_genomes/GB_GCA_001421175.1.fa	genomes_11	29204
kraken_genomes/GB_GCA_002494495.1.fa	genomes_12	34086
kraken_genomes/RS_GCF_002252585.1.fa	genomes_13	22937
kraken_genomes/GB_GCA_002495685.1.fa	genomes_14	34071
kraken_genomes/RS_GCF_002114285.1.fa	genomes_15	20439
kraken_genomes/GB_GCA_002498365.1.fa	genomes_16	35625
kraken_genomes/GB_GCA_002499585.1.fa	genomes_17	22286
kraken_genomes/GB_GCA_002502175.1.fa	genomes_18	22312
kraken_genomes/GB_GCA_002504525.1.fa	genomes_19	17053
kraken_genomes/GB_GCA_002789275.1.fa	genomes_20	20658
kraken_genomes/RS_GCF_000204415.1.fa	genomes_21	23133
kraken_genomes/GB_GCA_002498925.1.fa	genomes_22	22354
kraken_genomes/RS_GCF_000016605.1.fa	genomes_23	22893
kraken_genomes/GB_GCA_001889985.1.fa	genomes_24	23344
kraken_genomes/GB_GCA_002501885.1.fa	genomes_25	31974
kraken_genomes/RS_GCF_001488575.1.fa	genomes_26	20251
kraken_genomes/RS_GCF_002813695.1.fa	genomes_27	22913
kraken_genomes/RS_GCF_000025685.1.fa	genomes_28	20295
kraken_genomes/RS_GCF_000979455.1.fa	genomes_29	23091
kraken_genomes/GB_GCA_002714305.1.fa	genomes_30	26624
kraken_genomes/GB_GCA_002789635.1.fa	genomes_31	15639
kraken_genomes/RS_GCF_900079115.1.fa	genomes_32	31458
kraken_genomes/GB_GCA_002503205.1.fa	genomes_33	34166
kraken_genomes/GB_GCA_002412085.1.fa	genomes_34	25899
kraken_genomes/GB_GCA_002505345.1.fa	genomes_35	35627
kraken_genomes/GB_GCA_002412065.1.fa	genomes_36	25898
kraken_genomes/GB_GCA_000380705.1.fa	genomes_37	29385
kraken_genomes/GB_GCA_002792635.1.fa	genomes_38	15615
kraken_genomes/GB_GCA_002504905.1.fa	genomes_39	22323
kraken_genomes/GB_GCA_002496355.1.fa	genomes_40	29433
kraken_genomes/GB_GCA_002506105.1.fa	genomes_41	23025
