Genome	SRR1214571_1.fastq.gz Mean
GCF_902810435.1_genomic	0.081317335
GCF_003697165.2_genomic	0.25698188
GCF_008121495.1_genomic	0.0355866
GCF_009494135.1_genomic	0.02764178
GCF_000024945.1_genomic	0.07061049
GCA_025147485.1_genomic	0.038673434
GCF_023347275.1_genomic	0.06623883
GCF_000025985.1_genomic	0.05142996
GCF_020687245.1_genomic	0.083793
GCF_002222615.2_genomic	0.052680656
GCF_000012825.1_genomic	0.38236648
