#mpa_vOct22_CHOCOPhlAnSGB_202212
#/home/jimshawster/miniconda3/envs/mpa4/bin/metaphlan ERR1297654_1.fastq.gz,ERR1297654_2.fastq.gz --bowtie2out ERR1297654.bowtie2.bz2 --nproc 10 --input_type fastq -o ERR1297654_metaphlan.txt
#18857545 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	99.6344	
k__Archaea	2157	0.36216	
k__Eukaryota	2759	0.00344	
k__Bacteria|p__Firmicutes	2|1239	78.54401	
k__Bacteria|p__Bacteroidetes	2|976	11.70344	
k__Bacteria|p__Actinobacteria	2|201174	5.80619	
k__Bacteria|p__Proteobacteria	2|1224	3.08574	
k__Bacteria|p__Verrucomicrobia	2|74201	0.45529	
k__Archaea|p__Euryarchaeota	2157|28890	0.36216	
k__Bacteria|p__Synergistetes	2|508458	0.03973	
k__Eukaryota|p__Eukaryota_unclassified	2759|	0.00344	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	56.65796	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	9.91722	
k__Bacteria|p__Firmicutes|c__CFGB4806	2|1239|	7.45929	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	6.98523	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	4.06064	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	2.87746	
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	2.77027	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	2.58616	
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	2|976|117743	1.52227	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	1.35122	
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	0.45529	
k__Bacteria|p__Actinobacteria|c__CFGB12107	2|201174|	0.37038	
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0.36216	
k__Bacteria|p__Firmicutes|c__CFGB76465	2|1239|	0.20669	
k__Bacteria|p__Firmicutes|c__CFGB3068	2|1239|	0.18273	
k__Bacteria|p__Firmicutes|c__CFGB38642	2|1239|	0.17958	
k__Bacteria|p__Firmicutes|c__CFGB1670	2|1239|	0.16454	
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.15228	
k__Bacteria|p__Firmicutes|c__CFGB3070	2|1239|	0.12814	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.12088	
k__Bacteria|p__Firmicutes|c__CFGB2982	2|1239|	0.08653	
k__Bacteria|p__Firmicutes|c__CFGB1211	2|1239|	0.07858	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.07754	
k__Bacteria|p__Firmicutes|c__CFGB9989	2|1239|	0.0634	
k__Bacteria|p__Bacteroidetes|c__CFGB602	2|976|	0.05514	
k__Bacteria|p__Actinobacteria|c__CFGB10299	2|201174|	0.04232	
k__Bacteria|p__Firmicutes|c__CFGB76388	2|1239|	0.04127	
k__Bacteria|p__Bacteroidetes|c__CFGB667	2|976|	0.04048	
