#mpa_vOct22_CHOCOPhlAnSGB_202212
#/home/jimshawster/miniconda3/envs/mpa4/bin/metaphlan ERR505097_1.fastq.gz,ERR505097_2.fastq.gz --bowtie2out ERR505097.bowtie2.bz2 --nproc 10 --input_type fastq -o ERR505097_metaphlan.txt
#45333988 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	99.07408	
k__Archaea	2157	0.92592	
k__Bacteria|p__Firmicutes	2|1239	51.17604	
k__Bacteria|p__Bacteroidetes	2|976	41.59749	
k__Bacteria|p__Actinobacteria	2|201174	3.61531	
k__Bacteria|p__Proteobacteria	2|1224	2.65077	
k__Archaea|p__Euryarchaeota	2157|28890	0.92592	
k__Bacteria|p__Verrucomicrobia	2|74201	0.02725	
k__Bacteria|p__Lentisphaerae	2|256845	0.0072	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	39.68229	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	35.26137	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	4.78172	
k__Bacteria|p__Firmicutes|c__CFGB31626	2|1239|	4.2086	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	4.16847	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	3.58168	
k__Bacteria|p__Proteobacteria|c__CFGB2404	2|1224|	2.44759	
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0.92592	
k__Bacteria|p__Bacteroidetes|c__CFGB1458	2|976|	0.91745	
k__Bacteria|p__Bacteroidetes|c__CFGB658	2|976|	0.83614	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.49169	
k__Bacteria|p__Firmicutes|c__CFGB2873	2|1239|	0.34829	
k__Bacteria|p__Firmicutes|c__CFGB2982	2|1239|	0.25525	
k__Bacteria|p__Firmicutes|c__CFGB1355	2|1239|	0.22785	
k__Bacteria|p__Firmicutes|c__CFGB72926	2|1239|	0.17483	
k__Bacteria|p__Bacteroidetes|c__CFGB629	2|976|	0.16162	
k__Bacteria|p__Firmicutes|c__CFGB76769	2|1239|	0.12234	
k__Bacteria|p__Firmicutes|c__CFGB14936	2|1239|	0.08349	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.07936	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.0628	
k__Bacteria|p__Firmicutes|c__CFGB75721	2|1239|	0.04695	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.03939	
k__Bacteria|p__Firmicutes|c__CFGB1473	2|1239|	0.03509	
k__Bacteria|p__Firmicutes|c__CFGB1211	2|1239|	0.03439	
k__Bacteria|p__Firmicutes|c__CFGB32970	2|1239|	0.0325	
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	0.02725	
k__Bacteria|p__Firmicutes|c__CFGB10477	2|1239|	0.02317	
k__Bacteria|p__Firmicutes|c__CFGB1226	2|1239|	0.02031	
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.0145	
k__Bacteria|p__Firmicutes|c__CFGB4559	2|1239|	0.01437	
k__Bacteria|p__Firmicutes|c__CFGB1201	2|1239|	0.00998	
k__Bacteria|p__Firmicutes|c__CFGB1507	2|1239|	0.00911	
k__Bacteria|p__Firmicutes|c__CFGB2954	2|1239|	0.00907	
k__Bacteria|p__Firmicutes|c__CFGB3068	2|1239|	0.00859	
k__Bacteria|p__Firmicutes|c__CFGB10021	2|1239|	0.00793	
k__Bacteria|p__Firmicutes|c__CFGB76783	2|1239|	0.00778	
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	2|256845|1313211	0.0072	
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	0.00671	
k__Bacteria|p__Firmicutes|c__CFGB3048	2|1239|	0.00569	
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	2|1224|28211	0.00565	
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2|1224|29547	0.00445	
k__Bacteria|p__Firmicutes|c__CFGB9718	2|1239|	0.00246	
k__Bacteria|p__Firmicutes|c__Tissierellia	2|1239|1737404	0.00194	
k__Bacteria|p__Firmicutes|c__CFGB3529	2|1239|	0.00168	
k__Bacteria|p__Proteobacteria|c__CFGB3069	2|1224|	0.00152	
k__Bacteria|p__Firmicutes|c__CFGB2921	2|1239|	0.00143	
k__Bacteria|p__Firmicutes|c__CFGB2881	2|1239|	0.00125	
k__Bacteria|p__Firmicutes|c__CFGB2949	2|1239|	0.00083	
k__Bacteria|p__Firmicutes|c__CFGB9989	2|1239|	0.00049	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	39.68229	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	35.1606	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	4.78172	
k__Bacteria|p__Firmicutes|c__CFGB31626|o__OFGB31626	2|1239||	4.2086	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	3.55234	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2|1239|91061|1385	3.53685	
k__Bacteria|p__Proteobacteria|c__CFGB2404|o__OFGB2404	2|1224||	2.44759	
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	0.92592	
