#mpa_vOct22_CHOCOPhlAnSGB_202212
#/home/jimshawster/miniconda3/envs/mpa4/bin/metaphlan ERR209848_1.fastq.gz,ERR209848_2.fastq.gz --bowtie2out ERR209848.bowtie2.bz2 --nproc 10 --input_type fastq -o ERR209848_metaphlan.txt
#36010289 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	99.02632	
k__Archaea	2157	0.97368	
k__Bacteria|p__Firmicutes	2|1239	72.67573	
k__Bacteria|p__Actinobacteria	2|201174	14.73408	
k__Bacteria|p__Bacteroidetes	2|976	9.28212	
k__Bacteria|p__Proteobacteria	2|1224	2.02607	
k__Archaea|p__Euryarchaeota	2157|28890	0.97368	
k__Bacteria|p__Bacteria_unclassified	2|	0.23825	
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.04413	
k__Bacteria|p__Tenericutes	2|544448	0.02594	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	45.67439	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	13.17787	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	9.13705	
k__Bacteria|p__Firmicutes|c__CFGB4806	2|1239|	7.24407	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	6.94046	
k__Bacteria|p__Firmicutes|c__CFGB76352	2|1239|	3.53613	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	3.1689	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	2.10919	
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	1.64112	
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	2|1224|28211	1.5948	
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	1.55621	
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0.97368	
k__Bacteria|p__Firmicutes|c__CFGB3068	2|1239|	0.31175	
k__Bacteria|p__Firmicutes|c__CFGB1227	2|1239|	0.30432	
k__Bacteria|p__Bacteria_unclassified|c__CFGB76763	2||	0.23825	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.20709	
k__Bacteria|p__Firmicutes|c__CFGB1249	2|1239|	0.18843	
k__Bacteria|p__Firmicutes|c__CFGB75721	2|1239|	0.1576	
k__Bacteria|p__Firmicutes|c__CFGB76388	2|1239|	0.15021	
k__Bacteria|p__Firmicutes|c__CFGB1670	2|1239|	0.14508	
k__Bacteria|p__Firmicutes|c__CFGB1011	2|1239|	0.12412	
k__Bacteria|p__Proteobacteria|c__CFGB2403	2|1224|	0.12354	
k__Bacteria|p__Firmicutes|c__CFGB1211	2|1239|	0.11958	
k__Bacteria|p__Proteobacteria|c__CFGB3069	2|1224|	0.09617	
k__Bacteria|p__Firmicutes|c__CFGB3022	2|1239|	0.09542	
k__Bacteria|p__Firmicutes|c__CFGB2982	2|1239|	0.08982	
k__Bacteria|p__Firmicutes|c__CFGB76783	2|1239|	0.08609	
k__Bacteria|p__Firmicutes|c__CFGB2918	2|1239|	0.08169	
k__Bacteria|p__Firmicutes|c__CFGB3070	2|1239|	0.06116	
k__Bacteria|p__Firmicutes|c__CFGB1126	2|1239|	0.06062	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.05741	
k__Bacteria|p__Firmicutes|c__CFGB10477	2|1239|	0.04682	
k__Bacteria|p__Firmicutes|c__CFGB1262	2|1239|	0.04095	
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified	2|1798710|	0.03956	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.03501	
k__Bacteria|p__Firmicutes|c__CFGB38642	2|1239|	0.03147	
k__Bacteria|p__Tenericutes|c__CFGB1787	2|544448|	0.02594	
k__Bacteria|p__Firmicutes|c__CFGB3009	2|1239|	0.01761	
k__Bacteria|p__Firmicutes|c__CFGB75922	2|1239|	0.01628	
k__Bacteria|p__Firmicutes|c__CFGB3004	2|1239|	0.01583	
k__Bacteria|p__Firmicutes|c__CFGB2898	2|1239|	0.0158	
k__Bacteria|p__Firmicutes|c__Tissierellia	2|1239|1737404	0.01555	
k__Bacteria|p__Firmicutes|c__CFGB2985	2|1239|	0.01497	
k__Bacteria|p__Firmicutes|c__CFGB30287	2|1239|	0.01469	
k__Bacteria|p__Firmicutes|c__CFGB1538	2|1239|	0.01404	
k__Bacteria|p__Firmicutes|c__CFGB3529	2|1239|	0.00841	
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2|1224|29547	0.00822	
k__Bacteria|p__Firmicutes|c__CFGB3048	2|1239|	0.00796	
k__Bacteria|p__Firmicutes|c__CFGB76779	2|1239|	0.00487	
k__Bacteria|p__Bacteroidetes|c__CFGB2107	2|976|	0.00457	
k__Bacteria|p__Firmicutes|c__CFGB8822	2|1239|	0.00256	
k__Bacteria|p__Firmicutes|c__CFGB9718	2|1239|	0.00218	
k__Bacteria|p__Firmicutes|c__CFGB2954	2|1239|	0.00067	
k__Bacteria|p__Firmicutes|c__CFGB3047	2|1239|	0.00061	
k__Bacteria|p__Firmicutes|c__CFGB76158	2|1239|	9e-05	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	43.80523	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	11.62309	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	9.13705	
k__Bacteria|p__Firmicutes|c__CFGB4806|o__OFGB4806	2|1239||	7.24407	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	6.93175	
k__Bacteria|p__Firmicutes|c__CFGB76352|o__OFGB76352	2|1239||	3.53613	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	2.90919	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	2.10919	
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	1.64112	
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	2|1224|28211|356	1.5948	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	1.55478	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	1.2833	
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	2|201174|1760|85004	1.1334	
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	0.97368	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	2|1239|186801|	0.58586	
k__Bacteria|p__Firmicutes|c__CFGB3068|o__OFGB3068	2|1239||	0.31175	
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227	2|1239||	0.30432	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	2|1239|909932|909929	0.25089	
k__Bacteria|p__Bacteria_unclassified|c__CFGB76763|o__OFGB76763	2|||	0.23825	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2|1224|28221|213115	0.20709	
k__Bacteria|p__Firmicutes|c__CFGB1249|o__OFGB1249	2|1239||	0.18843	
k__Bacteria|p__Firmicutes|c__CFGB75721|o__OFGB75721	2|1239||	0.1576	
k__Bacteria|p__Firmicutes|c__CFGB76388|o__OFGB76388	2|1239||	0.15021	
k__Bacteria|p__Firmicutes|c__CFGB1670|o__OFGB1670	2|1239||	0.14508	
