#mpa_vOct22_CHOCOPhlAnSGB_202212
#/home/jimshawster/miniconda3/envs/mpa4/bin/metaphlan SRR5936099_1.fastq.gz,SRR5936099_2.fastq.gz --bowtie2out SRR5936099.bowtie2.bz2 --nproc 10 --input_type fastq -o SRR5936099_metaphlan.txt
#20608853 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	99.83507	
k__Archaea	2157	0.16493	
k__Bacteria|p__Firmicutes	2|1239	63.62784	
k__Bacteria|p__Bacteroidetes	2|976	33.63467	
k__Bacteria|p__Proteobacteria	2|1224	1.55079	
k__Bacteria|p__Actinobacteria	2|201174	0.76135	
k__Bacteria|p__Lentisphaerae	2|256845	0.2082	
k__Archaea|p__Thaumarchaeota	2157|651137	0.16493	
k__Bacteria|p__Bacteria_unclassified	2|	0.03463	
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.01761	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	55.93594	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	31.28642	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	2.34865	
k__Bacteria|p__Bacteroidetes|c__CFGB1458	2|976|	2.34824	
k__Bacteria|p__Firmicutes|c__CFGB38642	2|1239|	1.02255	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.95421	
k__Bacteria|p__Firmicutes|c__CFGB76352	2|1239|	0.9353	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.66398	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.55228	
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.47403	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.40204	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.3818	
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	0.36679	
k__Bacteria|p__Firmicutes|c__CFGB76465	2|1239|	0.32692	
k__Bacteria|p__Proteobacteria|c__CFGB2403	2|1224|	0.29719	
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	2|256845|1313211	0.2082	
k__Bacteria|p__Firmicutes|c__CFGB2954	2|1239|	0.20803	
k__Bacteria|p__Firmicutes|c__CFGB1260	2|1239|	0.1659	
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified	2157|651137|	0.16493	
k__Bacteria|p__Firmicutes|c__CFGB2960	2|1239|	0.14152	
k__Bacteria|p__Firmicutes|c__CFGB1359	2|1239|	0.08073	
k__Bacteria|p__Firmicutes|c__CFGB1011	2|1239|	0.06176	
k__Bacteria|p__Firmicutes|c__CFGB1226	2|1239|	0.05952	
k__Bacteria|p__Firmicutes|c__CFGB1507	2|1239|	0.04103	
k__Bacteria|p__Firmicutes|c__CFGB9989	2|1239|	0.0407	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.03733	
k__Bacteria|p__Firmicutes|c__CFGB3070	2|1239|	0.03721	
k__Bacteria|p__Actinobacteria|c__CFGB2992	2|201174|	0.03463	
k__Bacteria|p__Firmicutes|c__CFGB3068	2|1239|	0.03403	
k__Bacteria|p__Firmicutes|c__CFGB76515	2|1239|	0.02728	
k__Bacteria|p__Firmicutes|c__CFGB72924	2|1239|	0.0204	
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified	2|1798710|	0.01761	
k__Bacteria|p__Firmicutes|c__CFGB4559	2|1239|	0.01639	
k__Bacteria|p__Actinobacteria|c__CFGB12107	2|201174|	0.01276	
k__Bacteria|p__Firmicutes|c__CFGB3047	2|1239|	0.00902	
k__Bacteria|p__Firmicutes|c__CFGB2881	2|1239|	0.00673	
k__Bacteria|p__Firmicutes|c__CFGB3529	2|1239|	0.00421	
k__Bacteria|p__Firmicutes|c__CFGB1126	2|1239|	0.00275	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	53.94771	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	31.28642	
k__Bacteria|p__Bacteroidetes|c__CFGB1458|o__OFGB1458	2|976||	2.34824	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	2.15593	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	1.92055	
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642	2|1239||	1.02255	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.95421	
k__Bacteria|p__Firmicutes|c__CFGB76352|o__OFGB76352	2|1239||	0.9353	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	2|1224|1236|72274	0.66398	
