#mpa_vOct22_CHOCOPhlAnSGB_202212
#/home/jshaw/miniforge3/envs/mpa4/bin/metaphlan reads/ERR7738959_1.fastq.gz,reads/ERR7738959_2.fastq.gz --bowtie2out metaphlan_temp/ERR7738959.bowtie2.bz2 --nproc 50 --input_type fastq -x mpa_vOct22_CHOCOPhlAnSGB_202212 -o metaphlan_results/ERR7738959_metaphlan.txt
#390802426 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	99.86317	
k__Archaea	2157	0.1367	
k__Eukaryota	2759	0.00012	
k__Bacteria|p__Bacteroidetes	2|976	45.51439	
k__Bacteria|p__Firmicutes	2|1239	42.89592	
k__Bacteria|p__Proteobacteria	2|1224	5.30559	
k__Bacteria|p__Actinobacteria	2|201174	4.55418	
k__Bacteria|p__Spirochaetes	2|203691	1.2673	
k__Bacteria|p__Tenericutes	2|544448	0.15636	
k__Archaea|p__Euryarchaeota	2157|28890	0.13567	
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.08004	
k__Bacteria|p__Bacteria_unclassified	2|	0.06228	
k__Bacteria|p__Lentisphaerae	2|256845	0.02425	
k__Bacteria|p__Fusobacteria	2|32066	0.00215	
k__Archaea|p__Thaumarchaeota	2157|651137	0.00059	
k__Archaea|p__Candidatus_Thermoplasmatota	2157|2283796	0.00045	
k__Bacteria|p__Elusimicrobia	2|74152	0.0004	
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.00032	
k__Eukaryota|p__Eukaryota_unclassified	2759|	0.00012	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	24.50621	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	18.64791	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	6.22368	
k__Bacteria|p__Bacteroidetes|c__CFGB11479	2|976|	5.49317	
k__Bacteria|p__Bacteroidetes|c__CFGB4405	2|976|	4.31256	
k__Bacteria|p__Bacteroidetes|c__CFGB7511	2|976|	4.17118	
k__Bacteria|p__Bacteroidetes|c__CFGB1458	2|976|	3.76845	
