#mpa_vOct22_CHOCOPhlAnSGB_202212
#/home/jshaw/miniforge3/envs/mpa4/bin/metaphlan reads/ERR7738938_subsamp0.10_1.fastq.gz,reads/ERR7738938_subsamp0.10_2.fastq.gz --bowtie2out metaphlan_temp/ERR7738938_subsamp.bowtie2.bz2 --nproc 25 --input_type fastq -x mpa_vOct22_CHOCOPhlAnSGB_202212 -o metaphlan_results/ERR7738938_subsamp0.10_metaphlan.txt
#39183715 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	99.99593	
k__Archaea	2157	0.00407	
k__Bacteria|p__Bacteroidetes	2|976	55.71762	
k__Bacteria|p__Proteobacteria	2|1224	30.63898	
k__Bacteria|p__Firmicutes	2|1239	11.07421	
k__Bacteria|p__Tenericutes	2|544448	1.71529	
k__Bacteria|p__Actinobacteria	2|201174	0.84949	
k__Archaea|p__Euryarchaeota	2157|28890	0.00407	
k__Bacteria|p__Spirochaetes	2|203691	0.00035	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	52.32769	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	28.75584	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	6.17114	
k__Bacteria|p__Tenericutes|c__CFGB341	2|544448|	1.71529	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	1.2165	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.91693	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.75155	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.74306	
k__Bacteria|p__Bacteroidetes|c__CFGB658	2|976|	0.74015	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.66535	
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2|1224|29547	0.65189	
k__Bacteria|p__Firmicutes|c__CFGB9581	2|1239|	0.61026	
k__Bacteria|p__Bacteroidetes|c__CFGB629	2|976|	0.49112	
k__Bacteria|p__Bacteroidetes|c__CFGB11479	2|976|	0.49098	
k__Bacteria|p__Bacteroidetes|c__CFGB1458	2|976|	0.42082	
k__Bacteria|p__Firmicutes|c__CFGB330	2|1239|	0.3994	
k__Bacteria|p__Bacteroidetes|c__CFGB4405	2|976|	0.36218	
k__Bacteria|p__Proteobacteria|c__CFGB544	2|1224|	0.35594	
k__Bacteria|p__Firmicutes|c__CFGB76783	2|1239|	0.22245	
k__Bacteria|p__Firmicutes|c__CFGB72924	2|1239|	0.1774	
k__Bacteria|p__Firmicutes|c__CFGB4806	2|1239|	0.17086	
k__Bacteria|p__Bacteroidetes|c__CFGB4448	2|976|	0.12754	
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	2|976|117747	0.1088	
k__Bacteria|p__Bacteroidetes|c__CFGB653	2|976|	0.0992	
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	0.09794	
k__Bacteria|p__Firmicutes|c__CFGB14936	2|1239|	0.09169	
k__Bacteria|p__Bacteroidetes|c__CFGB635	2|976|	0.0884	
k__Bacteria|p__Firmicutes|c__CFGB1800	2|1239|	0.08271	
k__Bacteria|p__Firmicutes|c__CFGB1838	2|1239|	0.06977	
k__Bacteria|p__Firmicutes|c__CFGB72899	2|1239|	0.06501	
k__Bacteria|p__Firmicutes|c__CFGB29420	2|1239|	0.06478	
k__Bacteria|p__Firmicutes|c__CFGB9989	2|1239|	0.05941	
k__Bacteria|p__Firmicutes|c__CFGB76191	2|1239|	0.05904	
k__Bacteria|p__Firmicutes|c__CFGB1311	2|1239|	0.05503	
k__Bacteria|p__Firmicutes|c__CFGB76578	2|1239|	0.051	
k__Bacteria|p__Firmicutes|c__CFGB10021	2|1239|	0.04995	
k__Bacteria|p__Firmicutes|c__CFGB1226	2|1239|	0.03815	
k__Bacteria|p__Firmicutes|c__CFGB9120	2|1239|	0.03473	
k__Bacteria|p__Firmicutes|c__CFGB76515	2|1239|	0.03416	
k__Bacteria|p__Firmicutes|c__CFGB1359	2|1239|	0.03331	
k__Bacteria|p__Firmicutes|c__CFGB2982	2|1239|	0.03153	
k__Bacteria|p__Firmicutes|c__CFGB337	2|1239|	0.03026	
k__Bacteria|p__Firmicutes|c__CFGB76465	2|1239|	0.02886	
k__Bacteria|p__Bacteroidetes|c__CFGB511	2|976|	0.02787	
k__Bacteria|p__Firmicutes|c__CFGB1473	2|1239|	0.02387	
k__Bacteria|p__Firmicutes|c__CFGB73062	2|1239|	0.02165	
k__Bacteria|p__Firmicutes|c__CFGB2932	2|1239|	0.01986	
k__Bacteria|p__Firmicutes|c__CFGB1355	2|1239|	0.01968	
k__Bacteria|p__Firmicutes|c__CFGB2923	2|1239|	0.01952	
k__Bacteria|p__Bacteroidetes|c__CFGB72486	2|976|	0.01788	
k__Bacteria|p__Firmicutes|c__CFGB13380	2|1239|	0.01154	
k__Bacteria|p__Firmicutes|c__CFGB1422	2|1239|	0.01096	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.01047	
k__Bacteria|p__Firmicutes|c__CFGB3068	2|1239|	0.00931	
k__Bacteria|p__Firmicutes|c__CFGB9977	2|1239|	0.00905	
k__Bacteria|p__Firmicutes|c__CFGB72926	2|1239|	0.00654	
k__Bacteria|p__Firmicutes|c__CFGB38642	2|1239|	0.00455	
k__Bacteria|p__Firmicutes|c__CFGB2930	2|1239|	0.00436	
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	2|1224|28211	0.00427	
k__Bacteria|p__Proteobacteria|c__CFGB3069	2|1224|	0.00421	
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0.00407	
k__Bacteria|p__Firmicutes|c__CFGB3026	2|1239|	0.00334	
k__Bacteria|p__Firmicutes|c__CFGB58251	2|1239|	0.00322	
k__Bacteria|p__Firmicutes|c__CFGB2954	2|1239|	0.00191	
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.00125	
k__Bacteria|p__Firmicutes|c__CFGB32970	2|1239|	0.00083	
k__Bacteria|p__Firmicutes|c__CFGB13318	2|1239|	0.00068	
k__Bacteria|p__Firmicutes|c__CFGB28372	2|1239|	0.00067	
k__Bacteria|p__Spirochaetes|c__Spirochaetia	2|203691|203692	0.00035	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	52.32769	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	2|1224|1236|135624	23.90217	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	6.12679	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	4.84557	
k__Bacteria|p__Tenericutes|c__CFGB341|o__OFGB341	2|544448||	1.71529	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	1.2165	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.74306	
k__Bacteria|p__Bacteroidetes|c__CFGB658|o__OFGB658	2|976||	0.74015	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	0.71201	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.65815	
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	2|1224|29547|213849	0.65189	
k__Bacteria|p__Firmicutes|c__CFGB9581|o__OFGB9581	2|1239||	0.61026	
k__Bacteria|p__Bacteroidetes|c__CFGB629|o__OFGB629	2|976||	0.49112	
k__Bacteria|p__Bacteroidetes|c__CFGB11479|o__OFGB11479	2|976||	0.49098	
