#mpa_vOct22_CHOCOPhlAnSGB_202212
#/home/jshaw/miniforge3/envs/mpa4/bin/metaphlan reads/ERR7745335_1.fastq.gz,reads/ERR7745335_2.fastq.gz --bowtie2out metaphlan_results/ERR7745335.bowtie2.bz2 --nproc 50 --input_type fastq -x mpa_vOct22_CHOCOPhlAnSGB_202212 -o metaphlan_results/ERR7745335_metaphlan.txt
#558888728 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	99.73621	
k__Archaea	2157	0.25309	
k__Eukaryota	2759	0.0107	
k__Bacteria|p__Firmicutes	2|1239	72.32724	
k__Bacteria|p__Bacteroidetes	2|976	16.29643	
k__Bacteria|p__Proteobacteria	2|1224	5.52715	
k__Bacteria|p__Actinobacteria	2|201174	3.69601	
k__Bacteria|p__Spirochaetes	2|203691	0.93869	
k__Bacteria|p__Tenericutes	2|544448	0.67885	
k__Archaea|p__Euryarchaeota	2157|28890	0.24564	
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.09804	
k__Bacteria|p__Elusimicrobia	2|74152	0.09644	
k__Bacteria|p__Lentisphaerae	2|256845	0.03406	
k__Bacteria|p__Bacteria_unclassified	2|	0.02616	
k__Bacteria|p__Fusobacteria	2|32066	0.01205	
k__Eukaryota|p__Ascomycota	2759|4890	0.0084	
k__Archaea|p__Candidatus_Thermoplasmatota	2157|2283796	0.0055	
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.00509	
k__Eukaryota|p__Eukaryota_unclassified	2759|	0.0023	
k__Archaea|p__Thaumarchaeota	2157|651137	0.00195	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	31.74234	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	9.07491	
k__Bacteria|p__Firmicutes|c__CFGB72899	2|1239|	8.17441	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	6.72563	
k__Bacteria|p__Bacteroidetes|c__CFGB658	2|976|	5.16568	
k__Bacteria|p__Firmicutes|c__CFGB76578	2|1239|	3.20514	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	2.67019	
k__Bacteria|p__Proteobacteria|c__CFGB8587	2|1224|	2.42564	
k__Bacteria|p__Firmicutes|c__CFGB72926	2|1239|	2.12663	
k__Bacteria|p__Firmicutes|c__CFGB9120	2|1239|	1.79118	
k__Bacteria|p__Firmicutes|c__CFGB6280	2|1239|	1.47235	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	1.41831	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	1.35646	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	1.03235	
k__Bacteria|p__Firmicutes|c__CFGB31455	2|1239|	1.02419	
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	0.98482	
k__Bacteria|p__Firmicutes|c__CFGB10325	2|1239|	0.98427	
k__Bacteria|p__Spirochaetes|c__Spirochaetia	2|203691|203692	0.93449	
k__Bacteria|p__Firmicutes|c__CFGB13380	2|1239|	0.88831	
k__Bacteria|p__Tenericutes|c__CFGB10317	2|544448|	0.6684	
k__Bacteria|p__Firmicutes|c__CFGB72924	2|1239|	0.53125	
k__Bacteria|p__Firmicutes|c__CFGB1772	2|1239|	0.35736	
k__Bacteria|p__Bacteroidetes|c__CFGB635	2|976|	0.34684	
k__Bacteria|p__Firmicutes|c__CFGB1838	2|1239|	0.33944	
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2|1224|29547	0.279	
k__Bacteria|p__Firmicutes|c__CFGB1479	2|1239|	0.26693	
k__Bacteria|p__Bacteroidetes|c__CFGB1458	2|976|	0.25984	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.25145	
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0.24564	
k__Bacteria|p__Firmicutes|c__CFGB76515	2|1239|	0.24139	
k__Bacteria|p__Bacteroidetes|c__CFGB7511	2|976|	0.23704	
k__Bacteria|p__Firmicutes|c__CFGB2936	2|1239|	0.22542	
k__Bacteria|p__Bacteroidetes|c__CFGB4405	2|976|	0.22123	
k__Bacteria|p__Firmicutes|c__CFGB1355	2|1239|	0.21736	
k__Bacteria|p__Bacteroidetes|c__CFGB511	2|976|	0.21318	
k__Bacteria|p__Firmicutes|c__CFGB1311	2|1239|	0.20278	
k__Bacteria|p__Firmicutes|c__CFGB3237	2|1239|	0.19115	
k__Bacteria|p__Bacteroidetes|c__CFGB4448	2|976|	0.17476	
k__Bacteria|p__Firmicutes|c__CFGB1337	2|1239|	0.14235	
k__Bacteria|p__Firmicutes|c__CFGB1359	2|1239|	0.13505	
k__Bacteria|p__Bacteroidetes|c__CFGB653	2|976|	0.10788	
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2104	2|1798710|	0.09788	
k__Bacteria|p__Elusimicrobia|c__Elusimicrobia	2|74152|641853	0.09644	
k__Bacteria|p__Bacteroidetes|c__CFGB629	2|976|	0.08623	
k__Bacteria|p__Firmicutes|c__CFGB3068	2|1239|	0.08332	
k__Bacteria|p__Firmicutes|c__CFGB10312	2|1239|	0.08241	
k__Bacteria|p__Bacteroidetes|c__CFGB11479	2|976|	0.07461	
k__Bacteria|p__Firmicutes|c__CFGB14936	2|1239|	0.07441	
k__Bacteria|p__Firmicutes|c__CFGB38642	2|1239|	0.06895	
k__Bacteria|p__Firmicutes|c__CFGB9989	2|1239|	0.06471	
k__Bacteria|p__Firmicutes|c__CFGB2960	2|1239|	0.06297	
k__Bacteria|p__Bacteroidetes|c__CFGB7536	2|976|	0.05912	
k__Bacteria|p__Firmicutes|c__CFGB76465	2|1239|	0.05748	
k__Bacteria|p__Firmicutes|c__CFGB76560	2|1239|	0.05715	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.05626	
