#mpa_vOct22_CHOCOPhlAnSGB_202212
#/home/jshaw/miniforge3/envs/mpa4/bin/metaphlan reads/ERR7745291_1.fastq.gz,reads/ERR7745291_2.fastq.gz --bowtie2out metaphlan_results/ERR7745291.bowtie2.bz2 --nproc 50 --input_type fastq -x mpa_vOct22_CHOCOPhlAnSGB_202212 -o metaphlan_results/ERR7745291_metaphlan.txt
#578971167 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	99.95627	
k__Eukaryota	2759	0.04373	
k__Bacteria|p__Bacteroidetes	2|976	37.31708	
k__Bacteria|p__Firmicutes	2|1239	37.25211	
k__Bacteria|p__Proteobacteria	2|1224	16.00314	
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	4.4469	
k__Bacteria|p__Elusimicrobia	2|74152	2.30039	
k__Bacteria|p__Actinobacteria	2|201174	1.63261	
k__Bacteria|p__Tenericutes	2|544448	0.86797	
k__Bacteria|p__Spirochaetes	2|203691	0.11725	
k__Eukaryota|p__Eukaryota_unclassified	2759|	0.04373	
k__Bacteria|p__Fusobacteria	2|32066	0.01882	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	25.50163	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	23.63827	
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2|1224|29547	5.37862	
k__Bacteria|p__Proteobacteria|c__CFGB8587	2|1224|	4.67155	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	4.08367	
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2104	2|1798710|	3.55211	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	2.61797	
k__Bacteria|p__Bacteroidetes|c__CFGB11479	2|976|	2.38414	
k__Bacteria|p__Elusimicrobia|c__Elusimicrobia	2|74152|641853	2.30039	
k__Bacteria|p__Bacteroidetes|c__CFGB653	2|976|	2.02432	
k__Bacteria|p__Bacteroidetes|c__CFGB511	2|976|	1.92745	
k__Bacteria|p__Bacteroidetes|c__CFGB658	2|976|	1.65694	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	1.55343	
k__Bacteria|p__Firmicutes|c__CFGB38642	2|1239|	1.41129	
k__Bacteria|p__Bacteroidetes|c__CFGB629	2|976|	1.40041	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	1.28041	
k__Bacteria|p__Proteobacteria|c__CFGB544	2|1224|	1.18756	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	1.08168	
k__Bacteria|p__Firmicutes|c__CFGB13380	2|1239|	1.08035	
k__Bacteria|p__Bacteroidetes|c__CFGB2107	2|976|	0.84829	
k__Bacteria|p__Firmicutes|c__CFGB2947	2|1239|	0.7646	
k__Bacteria|p__Firmicutes|c__CFGB9120	2|1239|	0.60026	
k__Bacteria|p__Proteobacteria|c__CFGB2401	2|1224|	0.52152	
k__Bacteria|p__Tenericutes|c__CFGB1779	2|544448|	0.47291	
k__Bacteria|p__Bacteroidetes|c__CFGB1458	2|976|	0.45445	
k__Bacteria|p__Firmicutes|c__CFGB72899	2|1239|	0.37398	
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	0.34203	
k__Bacteria|p__Tenericutes|c__CFGB10317	2|544448|	0.31781	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.31576	
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	2|976|117743	0.29603	
k__Bacteria|p__Bacteroidetes|c__CFGB72486	2|976|	0.29174	
k__Bacteria|p__Firmicutes|c__CFGB72924	2|1239|	0.28546	
k__Bacteria|p__Firmicutes|c__CFGB2840	2|1239|	0.27935	
k__Bacteria|p__Firmicutes|c__CFGB8140	2|1239|	0.18888	
k__Bacteria|p__Firmicutes|c__Tissierellia	2|1239|1737404	0.18769	
k__Bacteria|p__Firmicutes|c__CFGB50577	2|1239|	0.17321	
k__Bacteria|p__Firmicutes|c__CFGB1359	2|1239|	0.14776	
k__Bacteria|p__Firmicutes|c__CFGB1800	2|1239|	0.12793	
k__Bacteria|p__Firmicutes|c__CFGB3048	2|1239|	0.12364	
k__Bacteria|p__Spirochaetes|c__Spirochaetia	2|203691|203692	0.11725	
k__Bacteria|p__Bacteroidetes|c__CFGB4405	2|976|	0.10261	
k__Bacteria|p__Firmicutes|c__CFGB3068	2|1239|	0.10041	
k__Bacteria|p__Proteobacteria|c__CFGB8588	2|1224|	0.08106	
k__Bacteria|p__Firmicutes|c__CFGB3040	2|1239|	0.07997	
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	2|1224|28211	0.07134	
k__Bacteria|p__Firmicutes|c__CFGB1479	2|1239|	0.06676	
k__Bacteria|p__Firmicutes|c__CFGB2932	2|1239|	0.06395	
k__Bacteria|p__Firmicutes|c__CFGB10312	2|1239|	0.06201	
k__Bacteria|p__Firmicutes|c__CFGB1311	2|1239|	0.06002	
k__Bacteria|p__Firmicutes|c__CFGB1799	2|1239|	0.05872	
k__Bacteria|p__Firmicutes|c__CFGB2942	2|1239|	0.05585	
k__Bacteria|p__Firmicutes|c__CFGB76359	2|1239|	0.05517	
k__Bacteria|p__Firmicutes|c__CFGB4559	2|1239|	0.05132	
k__Bacteria|p__Firmicutes|c__CFGB1422	2|1239|	0.05	
k__Bacteria|p__Firmicutes|c__CFGB14936	2|1239|	0.04971	
k__Bacteria|p__Firmicutes|c__CFGB2833	2|1239|	0.04674	
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2105	2|1798710|	0.0465	
k__Eukaryota|p__Eukaryota_unclassified|c__Eukaryota_unclassified	2759||	0.04373	
k__Bacteria|p__Firmicutes|c__CFGB1226	2|1239|	0.04363	
k__Bacteria|p__Firmicutes|c__CFGB9989	2|1239|	0.04212	
k__Bacteria|p__Firmicutes|c__CFGB31455	2|1239|	0.04116	
k__Bacteria|p__Firmicutes|c__CFGB10021	2|1239|	0.03888	
k__Bacteria|p__Firmicutes|c__CFGB9773	2|1239|	0.03866	
k__Bacteria|p__Firmicutes|c__CFGB10325	2|1239|	0.03809	
k__Bacteria|p__Firmicutes|c__CFGB9718	2|1239|	0.03665	
k__Bacteria|p__Firmicutes|c__CFGB76356	2|1239|	0.03576	
k__Bacteria|p__Bacteroidetes|c__CFGB535	2|976|	0.03496	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.03278	
k__Bacteria|p__Firmicutes|c__CFGB76465	2|1239|	0.03225	
k__Bacteria|p__Bacteroidetes|c__CFGB4448	2|976|	0.02969	
k__Bacteria|p__Firmicutes|c__CFGB1292	2|1239|	0.02741	
k__Bacteria|p__Firmicutes|c__CFGB4623	2|1239|	0.02673	
k__Bacteria|p__Firmicutes|c__CFGB28372	2|1239|	0.02549	
k__Bacteria|p__Firmicutes|c__CFGB1838	2|1239|	0.02514	
k__Bacteria|p__Firmicutes|c__CFGB8331	2|1239|	0.02452	
k__Bacteria|p__Firmicutes|c__CFGB1763	2|1239|	0.02412	
k__Bacteria|p__Firmicutes|c__CFGB2861	2|1239|	0.02404	
k__Bacteria|p__Firmicutes|c__CFGB4655	2|1239|	0.0233	
k__Bacteria|p__Firmicutes|c__CFGB1355	2|1239|	0.02237	
k__Bacteria|p__Firmicutes|c__CFGB72926	2|1239|	0.01993	
k__Bacteria|p__Firmicutes|c__CFGB45503	2|1239|	0.01905	
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	2|32066|203490	0.01882	
k__Bacteria|p__Tenericutes|c__CFGB1789	2|544448|	0.01867	
k__Bacteria|p__Firmicutes|c__CFGB2954	2|1239|	0.01862	
k__Bacteria|p__Firmicutes|c__CFGB29420	2|1239|	0.01806	
k__Bacteria|p__Bacteroidetes|c__CFGB39511	2|976|	0.01745	
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.01683	
k__Bacteria|p__Firmicutes|c__CFGB2949	2|1239|	0.01666	
k__Bacteria|p__Firmicutes|c__CFGB2836	2|1239|	0.01593	
k__Bacteria|p__Firmicutes|c__CFGB76560	2|1239|	0.01015	
k__Bacteria|p__Firmicutes|c__CFGB2936	2|1239|	0.00961	
k__Bacteria|p__Firmicutes|c__CFGB2950	2|1239|	0.00954	
k__Bacteria|p__Firmicutes|c__CFGB3039	2|1239|	0.00929	
k__Bacteria|p__Firmicutes|c__CFGB76515	2|1239|	0.00894	
k__Bacteria|p__Firmicutes|c__CFGB1798	2|1239|	0.00892	
k__Bacteria|p__Actinobacteria|c__CFGB12107	2|201174|	0.00843	
k__Bacteria|p__Proteobacteria|c__CFGB3069	2|1224|	0.00759	
k__Bacteria|p__Firmicutes|c__CFGB76191	2|1239|	0.00721	
k__Bacteria|p__Firmicutes|c__CFGB2930	2|1239|	0.0065	
k__Bacteria|p__Firmicutes|c__CFGB58251	2|1239|	0.00621	
k__Bacteria|p__Firmicutes|c__CFGB32970	2|1239|	0.00497	
k__Bacteria|p__Firmicutes|c__CFGB2960	2|1239|	0.00491	
k__Bacteria|p__Firmicutes|c__CFGB1347	2|1239|	0.00475	
k__Bacteria|p__Firmicutes|c__CFGB16911	2|1239|	0.00393	
k__Bacteria|p__Firmicutes|c__CFGB1507	2|1239|	0.00386	
k__Bacteria|p__Bacteroidetes|c__CFGB76103	2|976|	0.0034	
k__Bacteria|p__Firmicutes|c__CFGB1293	2|1239|	0.00239	
k__Bacteria|p__Firmicutes|c__CFGB2881	2|1239|	0.00221	
k__Bacteria|p__Firmicutes|c__CFGB1288	2|1239|	0.0022	
k__Bacteria|p__Firmicutes|c__CFGB3529	2|1239|	0.00202	
k__Bacteria|p__Firmicutes|c__CFGB1320	2|1239|	0.00165	
k__Bacteria|p__Actinobacteria|c__CFGB10299	2|201174|	0.00164	
k__Bacteria|p__Firmicutes|c__CFGB73103	2|1239|	0.00121	
k__Bacteria|p__Firmicutes|c__CFGB6389	2|1239|	0.00101	
k__Bacteria|p__Firmicutes|c__CFGB6329	2|1239|	0.00086	
k__Bacteria|p__Firmicutes|c__CFGB1772	2|1239|	0.00068	
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	2|976|117747	0.0005	
k__Bacteria|p__Firmicutes|c__CFGB9629	2|1239|	0.00018	
k__Bacteria|p__Firmicutes|c__CFGB1327	2|1239|	5e-05	
k__Bacteria|p__Firmicutes|c__CFGB2856	2|1239|	1e-05	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	25.50163	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	23.41338	
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	2|1224|29547|213849	5.37862	
k__Bacteria|p__Proteobacteria|c__CFGB8587|o__OFGB8587	2|1224||	4.67155	
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2104|o__OFGB2104	2|1798710||	3.55211	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	3.39361	
k__Bacteria|p__Bacteroidetes|c__CFGB11479|o__OFGB11479	2|976||	2.38414	
k__Bacteria|p__Elusimicrobia|c__Elusimicrobia|o__Elusimicrobiales	2|74152|641853|641854	2.30039	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	2|1224|1236|135624	2.24104	
k__Bacteria|p__Bacteroidetes|c__CFGB653|o__OFGB653	2|976||	2.02432	
k__Bacteria|p__Bacteroidetes|c__CFGB511|o__OFGB511	2|976||	1.92745	
k__Bacteria|p__Bacteroidetes|c__CFGB658|o__OFGB658	2|976||	1.65694	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	1.55343	
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642	2|1239||	1.41129	
k__Bacteria|p__Bacteroidetes|c__CFGB629|o__OFGB629	2|976||	1.40041	
k__Bacteria|p__Proteobacteria|c__CFGB544|o__OFGB544	2|1224||	1.18756	
k__Bacteria|p__Firmicutes|c__CFGB13380|o__OFGB13380	2|1239||	1.08035	
k__Bacteria|p__Bacteroidetes|c__CFGB2107|o__OFGB2107	2|976||	0.84829	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.81313	
k__Bacteria|p__Firmicutes|c__CFGB2947|o__OFGB2947	2|1239||	0.7646	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2|1239|91061|1385	0.69005	
k__Bacteria|p__Firmicutes|c__CFGB9120|o__OFGB9120	2|1239||	0.60026	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	2|1239|909932|909929	0.56149	
k__Bacteria|p__Proteobacteria|c__CFGB2401|o__OFGB2401	2|1224||	0.52152	
k__Bacteria|p__Tenericutes|c__CFGB1779|o__OFGB1779	2|544448||	0.47291	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.46728	
k__Bacteria|p__Bacteroidetes|c__CFGB1458|o__OFGB1458	2|976||	0.45445	
k__Bacteria|p__Firmicutes|c__CFGB72899|o__OFGB72899	2|1239||	0.37398	
k__Bacteria|p__Tenericutes|c__CFGB10317|o__OFGB10317	2|544448||	0.31781	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.31576	
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	2|976|117743|200644	0.29603	
k__Bacteria|p__Bacteroidetes|c__CFGB72486|o__OFGB72486	2|976||	0.29174	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	0.29019	
k__Bacteria|p__Firmicutes|c__CFGB72924|o__OFGB72924	2|1239||	0.28546	
k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840	2|1239||	0.27935	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	0.26033	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	0.25986	
k__Bacteria|p__Firmicutes|c__CFGB8140|o__OFGB8140	2|1239||	0.18888	
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellia_unclassified	2|1239|1737404|	0.18353	
k__Bacteria|p__Firmicutes|c__CFGB50577|o__OFGB50577	2|1239||	0.17321	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	2|1239|186801|	0.15363	
k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359	2|1239||	0.14776	
k__Bacteria|p__Firmicutes|c__CFGB1800|o__OFGB1800	2|1239||	0.12793	
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048	2|1239||	0.12364	
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	2|203691|203692|136	0.11725	
k__Bacteria|p__Bacteroidetes|c__CFGB4405|o__OFGB4405	2|976||	0.10261	
k__Bacteria|p__Firmicutes|c__CFGB3068|o__OFGB3068	2|1239||	0.10041	
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	2|201174|1760|85004	0.09369	
k__Bacteria|p__Proteobacteria|c__CFGB8588|o__OFGB8588	2|1224||	0.08106	
k__Bacteria|p__Firmicutes|c__CFGB3040|o__OFGB3040	2|1239||	0.07997	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	2|1224|1236|135625	0.07721	
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	2|1224|28211|204457	0.07134	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	0.07126	
k__Bacteria|p__Firmicutes|c__CFGB1479|o__OFGB1479	2|1239||	0.06676	
k__Bacteria|p__Firmicutes|c__CFGB2932|o__OFGB2932	2|1239||	0.06395	
k__Bacteria|p__Firmicutes|c__CFGB10312|o__OFGB10312	2|1239||	0.06201	
k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311	2|1239||	0.06002	
k__Bacteria|p__Firmicutes|c__CFGB1799|o__OFGB1799	2|1239||	0.05872	
k__Bacteria|p__Firmicutes|c__CFGB2942|o__OFGB2942	2|1239||	0.05585	
k__Bacteria|p__Firmicutes|c__CFGB76359|o__OFGB76359	2|1239||	0.05517	
k__Bacteria|p__Firmicutes|c__CFGB4559|o__OFGB4559	2|1239||	0.05132	
k__Bacteria|p__Firmicutes|c__CFGB1422|o__OFGB1422	2|1239||	0.05	
k__Bacteria|p__Firmicutes|c__CFGB14936|o__OFGB14936	2|1239||	0.04971	
k__Bacteria|p__Firmicutes|c__CFGB2833|o__OFGB2833	2|1239||	0.04674	
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2105|o__OFGB2105	2|1798710||	0.0465	
k__Eukaryota|p__Eukaryota_unclassified|c__Eukaryota_unclassified|o__Eukaryota_unclassified	2759|||	0.04373	
k__Bacteria|p__Firmicutes|c__CFGB1226|o__OFGB1226	2|1239||	0.04363	
k__Bacteria|p__Firmicutes|c__CFGB9989|o__OFGB9989	2|1239||	0.04212	
k__Bacteria|p__Firmicutes|c__CFGB31455|o__OFGB31455	2|1239||	0.04116	
k__Bacteria|p__Firmicutes|c__CFGB10021|o__OFGB10021	2|1239||	0.03888	
k__Bacteria|p__Firmicutes|c__CFGB9773|o__OFGB9773	2|1239||	0.03866	
k__Bacteria|p__Firmicutes|c__CFGB10325|o__OFGB10325	2|1239||	0.03809	
k__Bacteria|p__Firmicutes|c__CFGB9718|o__OFGB9718	2|1239||	0.03665	
k__Bacteria|p__Firmicutes|c__CFGB76356|o__OFGB76356	2|1239||	0.03576	
k__Bacteria|p__Bacteroidetes|c__CFGB535|o__OFGB535	2|976||	0.03496	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2|1224|28221|213115	0.03278	
k__Bacteria|p__Firmicutes|c__CFGB76465|o__OFGB76465	2|1239||	0.03225	
k__Bacteria|p__Bacteroidetes|c__CFGB4448|o__OFGB4448	2|976||	0.02969	
k__Bacteria|p__Firmicutes|c__CFGB1292|o__OFGB1292	2|1239||	0.02741	
k__Bacteria|p__Firmicutes|c__CFGB4623|o__OFGB4623	2|1239||	0.02673	
k__Bacteria|p__Firmicutes|c__CFGB28372|o__OFGB28372	2|1239||	0.02549	
k__Bacteria|p__Firmicutes|c__CFGB1838|o__OFGB1838	2|1239||	0.02514	
k__Bacteria|p__Firmicutes|c__CFGB8331|o__OFGB8331	2|1239||	0.02452	
k__Bacteria|p__Firmicutes|c__CFGB1763|o__OFGB1763	2|1239||	0.02412	
k__Bacteria|p__Firmicutes|c__CFGB2861|o__OFGB2861	2|1239||	0.02404	
k__Bacteria|p__Firmicutes|c__CFGB4655|o__OFGB4655	2|1239||	0.0233	
k__Bacteria|p__Firmicutes|c__CFGB1355|o__OFGB1355	2|1239||	0.02237	
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	2|201174|1760|2037	0.02048	
k__Bacteria|p__Firmicutes|c__CFGB72926|o__OFGB72926	2|1239||	0.01993	
k__Bacteria|p__Firmicutes|c__CFGB45503|o__OFGB45503	2|1239||	0.01905	
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	2|32066|203490|203491	0.01882	
k__Bacteria|p__Tenericutes|c__CFGB1789|o__OFGB1789	2|544448||	0.01867	
k__Bacteria|p__Firmicutes|c__CFGB2954|o__OFGB2954	2|1239||	0.01862	
k__Bacteria|p__Firmicutes|c__CFGB29420|o__OFGB29420	2|1239||	0.01806	
