#mpa_vOct22_CHOCOPhlAnSGB_202212
#/home/jshaw/miniforge3/envs/mpa4/bin/metaphlan reads/ERR7745335_subsamp0.10_1.fastq.gz,reads/ERR7745335_subsamp0.10_2.fastq.gz --bowtie2out metaphlan_temp/ERR7745335_subsamp0.10.bowtie2.bz2 --nproc 50 --input_type fastq -x mpa_vOct22_CHOCOPhlAnSGB_202212 -o metaphlan_results/ERR7745335_subsamp0.10_metaphlan.txt
#55887418 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	99.76243	
k__Archaea	2157	0.22964	
k__Eukaryota	2759	0.00793	
k__Bacteria|p__Firmicutes	2|1239	72.25061	
k__Bacteria|p__Bacteroidetes	2|976	16.46635	
k__Bacteria|p__Proteobacteria	2|1224	5.46242	
k__Bacteria|p__Actinobacteria	2|201174	3.71347	
k__Bacteria|p__Spirochaetes	2|203691	0.95648	
k__Bacteria|p__Tenericutes	2|544448	0.6737	
k__Archaea|p__Euryarchaeota	2157|28890	0.22919	
k__Bacteria|p__Elusimicrobia	2|74152	0.09311	
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.08913	
k__Bacteria|p__Lentisphaerae	2|256845	0.02689	
k__Bacteria|p__Bacteria_unclassified	2|	0.02319	
k__Bacteria|p__Fusobacteria	2|32066	0.00684	
k__Eukaryota|p__Ascomycota	2759|4890	0.00638	
k__Eukaryota|p__Eukaryota_unclassified	2759|	0.00155	
k__Archaea|p__Candidatus_Thermoplasmatota	2157|2283796	0.00046	
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.00025	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	31.59952	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	9.17626	
k__Bacteria|p__Firmicutes|c__CFGB72899	2|1239|	8.33288	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	6.68723	
k__Bacteria|p__Bacteroidetes|c__CFGB658	2|976|	5.21782	
k__Bacteria|p__Firmicutes|c__CFGB76578	2|1239|	3.24232	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	2.70126	
k__Bacteria|p__Proteobacteria|c__CFGB8587	2|1224|	2.47114	
k__Bacteria|p__Firmicutes|c__CFGB72926	2|1239|	2.13589	
k__Bacteria|p__Firmicutes|c__CFGB9120	2|1239|	1.81524	
k__Bacteria|p__Firmicutes|c__CFGB6280	2|1239|	1.50945	
