#mpa_vOct22_CHOCOPhlAnSGB_202212
#/home/jshaw/miniforge3/envs/mpa4/bin/metaphlan reads/ERR7746688_1.fastq.gz,reads/ERR7746688_2.fastq.gz --bowtie2out metaphlan_temp/ERR7746688.bowtie2.bz2 --nproc 50 --input_type fastq -x mpa_vOct22_CHOCOPhlAnSGB_202212 -o metaphlan_results/ERR7746688_metaphlan.txt
#444161390 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	99.65655	
k__Archaea	2157	0.34345	
k__Bacteria|p__Firmicutes	2|1239	77.97875	
k__Bacteria|p__Bacteroidetes	2|976	9.40198	
k__Bacteria|p__Actinobacteria	2|201174	8.56372	
k__Bacteria|p__Proteobacteria	2|1224	1.74634	
k__Bacteria|p__Spirochaetes	2|203691	1.33933	
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.58554	
k__Archaea|p__Euryarchaeota	2157|28890	0.34257	
k__Bacteria|p__Bacteria_unclassified	2|	0.01906	
k__Bacteria|p__Tenericutes	2|544448	0.01332	
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.00595	
k__Bacteria|p__Lentisphaerae	2|256845	0.00237	
k__Archaea|p__Thaumarchaeota	2157|651137	0.00088	
k__Bacteria|p__Fusobacteria	2|32066	0.00018	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	45.57254	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	13.38016	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	6.89596	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	5.47048	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	3.50022	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	3.20879	
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	3.08821	
k__Bacteria|p__Firmicutes|c__CFGB9120	2|1239|	2.18989	
k__Bacteria|p__Bacteroidetes|c__CFGB1458	2|976|	1.5152	
