#mpa_vOct22_CHOCOPhlAnSGB_202212
#/home/jshaw/miniforge3/envs/mpa4/bin/metaphlan reads/ERR7738937_1.fastq.gz,reads/ERR7738937_2.fastq.gz --bowtie2out metaphlan_temp/ERR7738937.bowtie2.bz2 --nproc 50 --input_type fastq -x mpa_vOct22_CHOCOPhlAnSGB_202212 -o metaphlan_results/ERR7738937_metaphlan.txt
#400569262 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	99.93607	
k__Archaea	2157	0.06393	
k__Bacteria|p__Firmicutes	2|1239	51.10796	
k__Bacteria|p__Bacteroidetes	2|976	42.09961	
k__Bacteria|p__Actinobacteria	2|201174	4.48592	
k__Bacteria|p__Proteobacteria	2|1224	0.91611	
k__Bacteria|p__Verrucomicrobia	2|74201	0.59456	
k__Bacteria|p__Lentisphaerae	2|256845	0.57877	
k__Bacteria|p__Bacteria_unclassified	2|	0.15032	
k__Archaea|p__Thaumarchaeota	2157|651137	0.06393	
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.00282	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	44.59507	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	42.09942	
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	3.6859	
k__Bacteria|p__Firmicutes|c__CFGB3012	2|1239|	2.01278	
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.97828	
k__Bacteria|p__Firmicutes|c__CFGB76783	2|1239|	0.95712	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.8444	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.80002	
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	0.59456	
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	2|256845|1313211	0.57877	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.49755	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.43221	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.3284	
k__Bacteria|p__Firmicutes|c__CFGB1359	2|1239|	0.29374	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.2543	
k__Bacteria|p__Firmicutes|c__CFGB3068	2|1239|	0.17303	
k__Bacteria|p__Firmicutes|c__CFGB3048	2|1239|	0.15998	
k__Bacteria|p__Bacteria_unclassified|c__CFGB76763	2||	0.15032	
k__Bacteria|p__Firmicutes|c__CFGB2960	2|1239|	0.11075	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.08991	
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified	2157|651137|	0.06393	
k__Bacteria|p__Firmicutes|c__CFGB75985	2|1239|	0.06228	
k__Bacteria|p__Firmicutes|c__CFGB1227	2|1239|	0.03923	
k__Bacteria|p__Firmicutes|c__CFGB3529	2|1239|	0.03612	
k__Bacteria|p__Firmicutes|c__CFGB1249	2|1239|	0.03194	
k__Bacteria|p__Firmicutes|c__CFGB4559	2|1239|	0.02405	
k__Bacteria|p__Firmicutes|c__CFGB72924	2|1239|	0.0235	
k__Bacteria|p__Firmicutes|c__CFGB1011	2|1239|	0.01516	
k__Bacteria|p__Firmicutes|c__CFGB1292	2|1239|	0.01093	
k__Bacteria|p__Firmicutes|c__CFGB1507	2|1239|	0.01076	
k__Bacteria|p__Firmicutes|c__CFGB3004	2|1239|	0.00308	
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified	2|95818|	0.00282	
k__Bacteria|p__Firmicutes|c__CFGB2863	2|1239|	0.00217	
k__Bacteria|p__Firmicutes|c__Tissierellia	2|1239|1737404	0.00159	
k__Bacteria|p__Proteobacteria|c__CFGB3069	2|1224|	0.00142	
k__Bacteria|p__Firmicutes|c__CFGB28775	2|1239|	0.00135	
k__Bacteria|p__Firmicutes|c__CFGB3047	2|1239|	0.00124	
k__Bacteria|p__Firmicutes|c__CFGB76779	2|1239|	0.00111	
k__Bacteria|p__Firmicutes|c__CFGB14936	2|1239|	0.00061	
k__Bacteria|p__Bacteroidetes|c__CFGB618	2|976|	0.00019	
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	2|1224|28211	4e-05	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	43.72483	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	42.09942	
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	2|201174|1760|85004	3.67179	
k__Bacteria|p__Firmicutes|c__CFGB3012|o__OFGB3012	2|1239||	2.01278	
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.97828	
k__Bacteria|p__Firmicutes|c__CFGB76783|o__OFGB76783	2|1239||	0.95712	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.8444	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.63989	
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	2|74201|203494|48461	0.59456	
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales	2|256845|1313211|278082	0.57877	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	2|1239|186801|	0.52025	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2|1224|28221|213115	0.49755	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.42718	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.3284	
k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359	2|1239||	0.29374	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	0.25479	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	0.20311	
k__Bacteria|p__Firmicutes|c__CFGB3068|o__OFGB3068	2|1239||	0.17303	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.16013	
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048	2|1239||	0.15998	
k__Bacteria|p__Bacteria_unclassified|c__CFGB76763|o__OFGB76763	2|||	0.15032	
k__Bacteria|p__Firmicutes|c__CFGB2960|o__OFGB2960	2|1239||	0.11075	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Candidatus_Borkfalkiales	2|1239|186801|2508939	0.0952	
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Nitrosopumilales	2157|651137||31932	0.06393	
k__Bacteria|p__Firmicutes|c__CFGB75985|o__OFGB75985	2|1239||	0.06228	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	2|1224|1236|135613	0.06079	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	0.05119	
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227	2|1239||	0.03923	
k__Bacteria|p__Firmicutes|c__CFGB3529|o__OFGB3529	2|1239||	0.03612	
k__Bacteria|p__Firmicutes|c__CFGB1249|o__OFGB1249	2|1239||	0.03194	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	0.02727	
k__Bacteria|p__Firmicutes|c__CFGB4559|o__OFGB4559	2|1239||	0.02405	
k__Bacteria|p__Firmicutes|c__CFGB72924|o__OFGB72924	2|1239||	0.0235	
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011	2|1239||	0.01516	
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	2|201174|1760|2037	0.01406	
k__Bacteria|p__Firmicutes|c__CFGB1292|o__OFGB1292	2|1239||	0.01093	
k__Bacteria|p__Firmicutes|c__CFGB1507|o__OFGB1507	2|1239||	0.01076	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2|1239|91061|1385	0.00503	
k__Bacteria|p__Firmicutes|c__CFGB3004|o__OFGB3004	2|1239||	0.00308	
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified	2|95818||	0.00282	
k__Bacteria|p__Firmicutes|c__CFGB2863|o__OFGB2863	2|1239||	0.00217	
k__Bacteria|p__Proteobacteria|c__CFGB3069|o__OFGB3069	2|1224||	0.00142	
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	2|1239|1737404|1737405	0.00139	
k__Bacteria|p__Firmicutes|c__CFGB28775|o__OFGB28775	2|1239||	0.00135	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	2|1224|1236|135625	0.00135	
k__Bacteria|p__Firmicutes|c__CFGB3047|o__OFGB3047	2|1239||	0.00124	
k__Bacteria|p__Firmicutes|c__CFGB76779|o__OFGB76779	2|1239||	0.00111	
k__Bacteria|p__Firmicutes|c__CFGB14936|o__OFGB14936	2|1239||	0.00061	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	2|1224|1236|135624	0.0005	
k__Bacteria|p__Bacteroidetes|c__CFGB618|o__OFGB618	2|976||	0.00019	
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellia_unclassified	2|1239|1737404|	0.00019	
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	2|201174|1760|85009	5e-05	
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	2|1224|28211|204455	4e-05	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	31.15025	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	2|1239|186801|186802|186803	19.54378	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	2|1239|186801|186802|216572	16.09244	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	2|976|200643|171549|171550	8.42541	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	2|1239|186801|186802|31979	4.17848	
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae	2|201174|1760|85004|31953	3.67179	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified	2|1239|186801|186802|	2.34827	
k__Bacteria|p__Firmicutes|c__CFGB3012|o__OFGB3012|f__FGB3012	2|1239|||	2.01278	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	2|976|200643|171549|2005525	1.19152	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	2|976|200643|171549|1853231	1.11339	
