#mpa_vOct22_CHOCOPhlAnSGB_202212
#/home/jshaw/miniforge3/envs/mpa4/bin/metaphlan reads/ERR7746688_subsamp0.10_1.fastq.gz,reads/ERR7746688_subsamp0.10_2.fastq.gz --bowtie2out metaphlan_temp/ERR7746688_subsamp.bowtie2.bz2 --nproc 25 --input_type fastq -x mpa_vOct22_CHOCOPhlAnSGB_202212 -o metaphlan_results/ERR7746688_subsamp0.10_metaphlan.txt
#44411513 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	99.68509	
k__Archaea	2157	0.31491	
k__Bacteria|p__Firmicutes	2|1239	77.94527	
k__Bacteria|p__Bacteroidetes	2|976	9.50692	
k__Bacteria|p__Actinobacteria	2|201174	8.57453	
k__Bacteria|p__Proteobacteria	2|1224	1.69575	
k__Bacteria|p__Spirochaetes	2|203691	1.36103	
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.5842	
k__Archaea|p__Euryarchaeota	2157|28890	0.31491	
k__Bacteria|p__Bacteria_unclassified	2|	0.01243	
k__Bacteria|p__Tenericutes	2|544448	0.00447	
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.0005	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	45.56731	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	13.44449	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	7.00449	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	5.47891	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	3.51349	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	3.22463	
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	3.09562	
k__Bacteria|p__Firmicutes|c__CFGB9120	2|1239|	2.24044	
k__Bacteria|p__Bacteroidetes|c__CFGB1458	2|976|	1.5584	
k__Bacteria|p__Spirochaetes|c__Spirochaetia	2|203691|203692	1.36103	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	1.21548	
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	1.05887	
k__Bacteria|p__Firmicutes|c__CFGB76515	2|1239|	0.61615	
k__Bacteria|p__Firmicutes|c__CFGB1838	2|1239|	0.51148	
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB47068	2|1798710|	0.44405	
k__Bacteria|p__Firmicutes|c__CFGB6280	2|1239|	0.4248	
k__Bacteria|p__Firmicutes|c__CFGB31455	2|1239|	0.38831	
k__Bacteria|p__Firmicutes|c__CFGB1337	2|1239|	0.3705	
k__Bacteria|p__Firmicutes|c__CFGB9989	2|1239|	0.31607	
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0.31491	
k__Bacteria|p__Firmicutes|c__CFGB1422	2|1239|	0.31312	
k__Bacteria|p__Firmicutes|c__CFGB3068	2|1239|	0.27527	
k__Bacteria|p__Bacteroidetes|c__CFGB7603	2|976|	0.26591	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.23136	
k__Bacteria|p__Firmicutes|c__CFGB72899	2|1239|	0.22361	
k__Bacteria|p__Firmicutes|c__CFGB10325	2|1239|	0.21833	
k__Bacteria|p__Firmicutes|c__CFGB13318	2|1239|	0.1881	
k__Bacteria|p__Firmicutes|c__CFGB76578	2|1239|	0.16956	
k__Bacteria|p__Bacteroidetes|c__CFGB4405	2|976|	0.16675	
k__Bacteria|p__Firmicutes|c__CFGB1355	2|1239|	0.16188	
k__Bacteria|p__Firmicutes|c__CFGB1359	2|1239|	0.15479	
k__Bacteria|p__Firmicutes|c__CFGB38642	2|1239|	0.14719	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.14633	
k__Bacteria|p__Firmicutes|c__CFGB1311	2|1239|	0.14494	
k__Bacteria|p__Bacteroidetes|c__CFGB2107	2|976|	0.14015	
k__Bacteria|p__Firmicutes|c__CFGB9581	2|1239|	0.1233	
k__Bacteria|p__Bacteroidetes|c__CFGB653	2|976|	0.11636	
k__Bacteria|p__Firmicutes|c__CFGB72926	2|1239|	0.1154	
k__Bacteria|p__Bacteroidetes|c__CFGB11479	2|976|	0.1058	
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	2|1224|28211	0.10257	
k__Bacteria|p__Firmicutes|c__CFGB76705	2|1239|	0.08523	
k__Bacteria|p__Firmicutes|c__CFGB4806	2|1239|	0.08153	
k__Bacteria|p__Firmicutes|c__CFGB1292	2|1239|	0.07838	
k__Bacteria|p__Firmicutes|c__CFGB1320	2|1239|	0.07739	
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	2|976|117747	0.07674	
k__Bacteria|p__Firmicutes|c__CFGB76560	2|1239|	0.06929	
k__Bacteria|p__Firmicutes|c__CFGB2949	2|1239|	0.0642	
k__Bacteria|p__Firmicutes|c__CFGB9629	2|1239|	0.0558	
k__Bacteria|p__Firmicutes|c__CFGB15212	2|1239|	0.04995	
k__Bacteria|p__Firmicutes|c__CFGB76191	2|1239|	0.04811	
k__Bacteria|p__Firmicutes|c__CFGB9718	2|1239|	0.04637	
k__Bacteria|p__Bacteroidetes|c__CFGB658	2|976|	0.04434	
k__Bacteria|p__Firmicutes|c__CFGB58251	2|1239|	0.04088	
k__Bacteria|p__Firmicutes|c__CFGB1507	2|1239|	0.03528	
k__Bacteria|p__Firmicutes|c__CFGB3237	2|1239|	0.03501	
k__Bacteria|p__Firmicutes|c__CFGB9977	2|1239|	0.03487	
k__Bacteria|p__Firmicutes|c__CFGB72924	2|1239|	0.03474	
k__Bacteria|p__Firmicutes|c__CFGB4655	2|1239|	0.03431	
k__Bacteria|p__Firmicutes|c__CFGB3360	2|1239|	0.03327	
k__Bacteria|p__Firmicutes|c__CFGB4559	2|1239|	0.03252	
k__Bacteria|p__Firmicutes|c__CFGB2836	2|1239|	0.02884	
k__Bacteria|p__Bacteroidetes|c__CFGB7511	2|976|	0.02863	
k__Bacteria|p__Firmicutes|c__CFGB1800	2|1239|	0.0275	
k__Bacteria|p__Firmicutes|c__CFGB355	2|1239|	0.02604	
k__Bacteria|p__Bacteroidetes|c__CFGB4448	2|976|	0.024	
k__Bacteria|p__Bacteroidetes|c__CFGB629	2|976|	0.02149	
k__Bacteria|p__Firmicutes|c__CFGB76784	2|1239|	0.02006	
k__Bacteria|p__Firmicutes|c__CFGB76781	2|1239|	0.01946	
k__Bacteria|p__Firmicutes|c__CFGB8140	2|1239|	0.01834	
k__Bacteria|p__Firmicutes|c__CFGB1201	2|1239|	0.01768	
k__Bacteria|p__Firmicutes|c__CFGB10477	2|1239|	0.01749	
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	2|976|117743	0.01739	
k__Bacteria|p__Firmicutes|c__CFGB2921	2|1239|	0.01366	
k__Bacteria|p__Firmicutes|c__CFGB76465	2|1239|	0.01296	
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB8157	2|95818|	0.01243	
k__Bacteria|p__Proteobacteria|c__CFGB3069	2|1224|	0.01208	
k__Bacteria|p__Proteobacteria|c__CFGB544	2|1224|	0.01121	
k__Bacteria|p__Bacteroidetes|c__CFGB7536	2|976|	0.01063	
k__Bacteria|p__Firmicutes|c__CFGB13380	2|1239|	0.01041	
k__Bacteria|p__Firmicutes|c__CFGB14936	2|1239|	0.00877	
k__Bacteria|p__Firmicutes|c__CFGB10314	2|1239|	0.00864	
k__Bacteria|p__Firmicutes|c__CFGB2942	2|1239|	0.00831	
k__Bacteria|p__Firmicutes|c__CFGB2881	2|1239|	0.00708	
k__Bacteria|p__Bacteroidetes|c__CFGB72486	2|976|	0.00665	
k__Bacteria|p__Firmicutes|c__CFGB1352	2|1239|	0.00552	
k__Bacteria|p__Firmicutes|c__CFGB1348	2|1239|	0.00533	
k__Bacteria|p__Firmicutes|c__CFGB2960	2|1239|	0.00413	
k__Bacteria|p__Firmicutes|c__CFGB9583	2|1239|	0.00403	
k__Bacteria|p__Firmicutes|c__CFGB1213	2|1239|	0.00299	
k__Bacteria|p__Bacteroidetes|c__CFGB76103	2|976|	0.00299	
k__Bacteria|p__Firmicutes|c__CFGB31626	2|1239|	0.00191	
k__Bacteria|p__Firmicutes|c__CFGB49623	2|1239|	0.0019	
k__Bacteria|p__Firmicutes|c__CFGB2832	2|1239|	0.00182	
k__Bacteria|p__Tenericutes|c__CFGB336	2|544448|	0.00149	
