#mpa_vOct22_CHOCOPhlAnSGB_202212
#/home/jshaw/miniforge3/envs/mpa4/bin/metaphlan reads/ERR7803603_subsamp0.10_1.fastq.gz,reads/ERR7803603_subsamp0.10_2.fastq.gz --bowtie2out metaphlan_temp/ERR7803603_subsamp0.10.bowtie2.bz2 --nproc 50 --input_type fastq -x mpa_vOct22_CHOCOPhlAnSGB_202212 -o metaphlan_results/ERR7803603_subsamp0.10_metaphlan.txt
#147457934 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	99.64321	
k__Archaea	2157	0.34996	
k__Eukaryota	2759	0.00683	
k__Bacteria|p__Firmicutes	2|1239	37.23981	
k__Bacteria|p__Bacteroidetes	2|976	29.5318	
k__Bacteria|p__Spirochaetes	2|203691	22.03252	
k__Bacteria|p__Proteobacteria	2|1224	7.49684	
k__Bacteria|p__Lentisphaerae	2|256845	1.22812	
k__Bacteria|p__Actinobacteria	2|201174	1.15465	
k__Bacteria|p__Elusimicrobia	2|74152	0.79833	
k__Archaea|p__Candidatus_Thermoplasmatota	2157|2283796	0.17921	
k__Archaea|p__Euryarchaeota	2157|28890	0.17046	
k__Bacteria|p__Bacteria_unclassified	2|	0.11316	
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.04541	
k__Eukaryota|p__Eukaryota_unclassified	2759|	0.00683	
k__Bacteria|p__Tenericutes	2|544448	0.00158	
k__Bacteria|p__Synergistetes	2|508458	0.00099	
k__Archaea|p__Thaumarchaeota	2157|651137	0.00029	
k__Bacteria|p__Spirochaetes|c__Spirochaetia	2|203691|203692	22.03252	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	20.15743	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	14.09584	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	4.90443	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	4.35816	
k__Bacteria|p__Bacteroidetes|c__CFGB658	2|976|	4.13387	
k__Bacteria|p__Bacteroidetes|c__CFGB1458	2|976|	3.33629	
k__Bacteria|p__Bacteroidetes|c__CFGB7511	2|976|	2.41726	
k__Bacteria|p__Firmicutes|c__CFGB73062	2|1239|	2.40041	
k__Bacteria|p__Bacteroidetes|c__CFGB7603	2|976|	1.79421	
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2|1224|29547	1.65167	
k__Bacteria|p__Bacteroidetes|c__CFGB11479	2|976|	1.55697	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	1.54604	
k__Bacteria|p__Elusimicrobia|c__Elusimicrobia	2|74152|641853	0.79833	
k__Bacteria|p__Firmicutes|c__Tissierellia	2|1239|1737404	0.66329	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.60435	
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	0.54564	
k__Bacteria|p__Firmicutes|c__CFGB76578	2|1239|	0.50409	
k__Bacteria|p__Firmicutes|c__CFGB2982	2|1239|	0.49928	
k__Bacteria|p__Proteobacteria|c__CFGB544	2|1224|	0.4824	
k__Bacteria|p__Firmicutes|c__CFGB10325	2|1239|	0.45651	
k__Bacteria|p__Bacteroidetes|c__CFGB653	2|976|	0.44652	
k__Bacteria|p__Bacteroidetes|c__CFGB72486	2|976|	0.4405	
k__Bacteria|p__Firmicutes|c__CFGB29420	2|1239|	0.43895	
k__Bacteria|p__Firmicutes|c__CFGB9581	2|1239|	0.40714	
k__Bacteria|p__Bacteroidetes|c__CFGB629	2|976|	0.38678	
k__Bacteria|p__Firmicutes|c__CFGB3237	2|1239|	0.35745	
k__Bacteria|p__Firmicutes|c__CFGB76781	2|1239|	0.34237	
k__Bacteria|p__Firmicutes|c__CFGB72899	2|1239|	0.31478	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.31462	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.27729	
k__Bacteria|p__Firmicutes|c__CFGB9629	2|1239|	0.26505	
k__Bacteria|p__Firmicutes|c__CFGB76705	2|1239|	0.24396	
k__Bacteria|p__Firmicutes|c__CFGB1838	2|1239|	0.22744	
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	2|976|117743	0.22006	
k__Bacteria|p__Firmicutes|c__CFGB2942	2|1239|	0.21548	
k__Bacteria|p__Firmicutes|c__CFGB72924	2|1239|	0.21453	
k__Bacteria|p__Firmicutes|c__CFGB1320	2|1239|	0.21445	
k__Bacteria|p__Firmicutes|c__CFGB14936	2|1239|	0.20259	
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata	2157|2283796|183967	0.17921	
k__Bacteria|p__Firmicutes|c__CFGB3068	2|1239|	0.17577	
k__Bacteria|p__Proteobacteria|c__CFGB8588	2|1224|	0.17055	
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0.17046	
k__Bacteria|p__Firmicutes|c__CFGB9989	2|1239|	0.15491	
k__Bacteria|p__Firmicutes|c__CFGB58251	2|1239|	0.14757	
k__Bacteria|p__Firmicutes|c__CFGB72926	2|1239|	0.14474	
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	2|976|117747	0.14321	
k__Bacteria|p__Firmicutes|c__CFGB10314	2|1239|	0.12553	
k__Bacteria|p__Proteobacteria|c__CFGB8587	2|1224|	0.12321	
k__Bacteria|p__Firmicutes|c__CFGB6280	2|1239|	0.1187	
k__Bacteria|p__Firmicutes|c__CFGB8294	2|1239|	0.1161	
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB8157	2|95818|	0.11316	
k__Bacteria|p__Firmicutes|c__CFGB3026	2|1239|	0.10473	
k__Bacteria|p__Firmicutes|c__CFGB1226	2|1239|	0.10067	
k__Bacteria|p__Firmicutes|c__CFGB2889	2|1239|	0.10011	
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.0948	
k__Bacteria|p__Proteobacteria|c__CFGB2401	2|1224|	0.09239	
k__Bacteria|p__Firmicutes|c__CFGB38642	2|1239|	0.08946	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.07292	
k__Bacteria|p__Firmicutes|c__CFGB9977	2|1239|	0.07164	
k__Bacteria|p__Firmicutes|c__CFGB8331	2|1239|	0.07099	
k__Bacteria|p__Firmicutes|c__CFGB1359	2|1239|	0.06859	
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	2|1224|28211	0.06591	
k__Bacteria|p__Firmicutes|c__CFGB76515	2|1239|	0.06525	
k__Bacteria|p__Firmicutes|c__CFGB1772	2|1239|	0.05804	
k__Bacteria|p__Firmicutes|c__CFGB1337	2|1239|	0.05254	
k__Bacteria|p__Bacteroidetes|c__CFGB4405	2|976|	0.04951	
k__Bacteria|p__Firmicutes|c__CFGB1473	2|1239|	0.0482	
k__Bacteria|p__Firmicutes|c__CFGB2932	2|1239|	0.04766	
k__Bacteria|p__Firmicutes|c__CFGB2930	2|1239|	0.04574	
k__Bacteria|p__Firmicutes|c__CFGB31455	2|1239|	0.04505	
k__Bacteria|p__Firmicutes|c__CFGB1355	2|1239|	0.04192	
k__Bacteria|p__Firmicutes|c__CFGB1292	2|1239|	0.04124	
k__Bacteria|p__Firmicutes|c__CFGB1479	2|1239|	0.04006	
k__Bacteria|p__Proteobacteria|c__CFGB2394	2|1224|	0.03995	
k__Bacteria|p__Firmicutes|c__CFGB76357	2|1239|	0.03862	
k__Bacteria|p__Firmicutes|c__CFGB10477	2|1239|	0.03648	
k__Bacteria|p__Firmicutes|c__CFGB2936	2|1239|	0.03638	
k__Bacteria|p__Firmicutes|c__CFGB2949	2|1239|	0.03191	
k__Bacteria|p__Firmicutes|c__CFGB1201	2|1239|	0.02912	
k__Bacteria|p__Firmicutes|c__CFGB76191	2|1239|	0.02839	
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2104	2|1798710|	0.0279	
k__Bacteria|p__Proteobacteria|c__CFGB3069	2|1224|	0.02709	
k__Bacteria|p__Firmicutes|c__CFGB4559	2|1239|	0.027	
