#mpa_vOct22_CHOCOPhlAnSGB_202212
#/home/jshaw/miniforge3/envs/mpa4/bin/metaphlan reads/ERR7739005_subsamp0.10_1.fastq.gz,reads/ERR7739005_subsamp0.10_2.fastq.gz --bowtie2out metaphlan_temp/ERR7739005_subsamp0.10.bowtie2.bz2 --nproc 50 --input_type fastq -x mpa_vOct22_CHOCOPhlAnSGB_202212 -o metaphlan_results/ERR7739005_subsamp0.10_metaphlan.txt
#48663644 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	99.48978	
k__Archaea	2157	0.51022	
k__Bacteria|p__Firmicutes	2|1239	47.68931	
k__Bacteria|p__Proteobacteria	2|1224	32.14115	
k__Bacteria|p__Bacteroidetes	2|976	12.45739	
k__Bacteria|p__Verrucomicrobia	2|74201	2.9767	
k__Bacteria|p__Actinobacteria	2|201174	2.63446	
k__Bacteria|p__Lentisphaerae	2|256845	1.07901	
k__Archaea|p__Euryarchaeota	2157|28890	0.43409	
k__Bacteria|p__Fusobacteria	2|32066	0.23043	
k__Bacteria|p__Tenericutes	2|544448	0.20112	
k__Archaea|p__Candidatus_Thermoplasmatota	2157|2283796	0.07613	
k__Bacteria|p__Spirochaetes	2|203691	0.03264	
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.02883	
k__Bacteria|p__Synergistetes	2|508458	0.01874	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	29.78619	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	22.96566	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	9.89453	
k__Bacteria|p__Firmicutes|c__CFGB2982	2|1239|	5.73906	
k__Bacteria|p__Firmicutes|c__CFGB10477	2|1239|	3.40441	
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	2.96829	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	2.857	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	2.43803	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	2.33727	
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	2|976|117747	1.91474	
k__Bacteria|p__Firmicutes|c__CFGB1355	2|1239|	1.52366	
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2|1224|29547	1.40483	
k__Bacteria|p__Firmicutes|c__CFGB3237	2|1239|	1.1827	
k__Bacteria|p__Firmicutes|c__CFGB73062	2|1239|	1.18165	
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	2|256845|1313211	1.07901	
k__Bacteria|p__Firmicutes|c__CFGB14936	2|1239|	0.59681	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.55942	
k__Bacteria|p__Firmicutes|c__CFGB1670	2|1239|	0.5096	
k__Bacteria|p__Firmicutes|c__CFGB31455	2|1239|	0.48667	
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0.43409	
k__Bacteria|p__Firmicutes|c__CFGB10325	2|1239|	0.40499	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.38582	
k__Bacteria|p__Firmicutes|c__CFGB3068	2|1239|	0.34252	
k__Bacteria|p__Firmicutes|c__Tissierellia	2|1239|1737404	0.29565	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.29222	
k__Bacteria|p__Firmicutes|c__CFGB2849	2|1239|	0.25351	
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	2|32066|203490	0.23043	
k__Bacteria|p__Firmicutes|c__CFGB10314	2|1239|	0.20476	
k__Bacteria|p__Firmicutes|c__CFGB2950	2|1239|	0.17687	
k__Bacteria|p__Firmicutes|c__CFGB38642	2|1239|	0.17602	
k__Bacteria|p__Firmicutes|c__CFGB2947	2|1239|	0.16571	
