#mpa_vOct22_CHOCOPhlAnSGB_202212
#/home/jshaw/miniforge3/envs/mpa4/bin/metaphlan reads/ERR7738959_subsamp0.10_1.fastq.gz,reads/ERR7738959_subsamp0.10_2.fastq.gz --bowtie2out metaphlan_temp/ERR7738959_subsamp.bowtie2.bz2 --nproc 25 --input_type fastq -x mpa_vOct22_CHOCOPhlAnSGB_202212 -o metaphlan_results/ERR7738959_subsamp0.10_metaphlan.txt
#39079384 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	99.87039	
k__Archaea	2157	0.12961	
k__Bacteria|p__Bacteroidetes	2|976	45.88012	
k__Bacteria|p__Firmicutes	2|1239	42.50075	
k__Bacteria|p__Proteobacteria	2|1224	5.28878	
k__Bacteria|p__Actinobacteria	2|201174	4.60621	
k__Bacteria|p__Spirochaetes	2|203691	1.29761	
k__Bacteria|p__Tenericutes	2|544448	0.15399	
k__Archaea|p__Euryarchaeota	2157|28890	0.12961	
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.06368	
k__Bacteria|p__Bacteria_unclassified	2|	0.05985	
k__Bacteria|p__Lentisphaerae	2|256845	0.01941	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	24.33509	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	18.67199	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	6.24496	
k__Bacteria|p__Bacteroidetes|c__CFGB11479	2|976|	5.587	
k__Bacteria|p__Bacteroidetes|c__CFGB4405	2|976|	4.40349	
k__Bacteria|p__Bacteroidetes|c__CFGB7511	2|976|	4.273	
k__Bacteria|p__Bacteroidetes|c__CFGB1458	2|976|	3.87542	
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	3.09132	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	2.81279	
k__Bacteria|p__Bacteroidetes|c__CFGB658	2|976|	2.67981	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	2.55424	
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2|1224|29547	1.87985	
k__Bacteria|p__Bacteroidetes|c__CFGB7603	2|976|	1.742	
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	2|976|117743	1.55449	
