#mpa_vOct22_CHOCOPhlAnSGB_202212
#/home/jshaw/miniforge3/envs/mpa4/bin/metaphlan reads/ERR7738937_subsamp0.10_1.fastq.gz,reads/ERR7738937_subsamp0.10_2.fastq.gz --bowtie2out metaphlan_temp/ERR7738937_subsamp.bowtie2.bz2 --nproc 25 --input_type fastq -x mpa_vOct22_CHOCOPhlAnSGB_202212 -o metaphlan_results/ERR7738937_subsamp0.10_metaphlan.txt
#40053989 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	99.93917	
k__Archaea	2157	0.06083	
k__Bacteria|p__Firmicutes	2|1239	50.89394	
k__Bacteria|p__Bacteroidetes	2|976	42.4331	
k__Bacteria|p__Actinobacteria	2|201174	4.42342	
k__Bacteria|p__Proteobacteria	2|1224	0.87384	
k__Bacteria|p__Lentisphaerae	2|256845	0.5957	
k__Bacteria|p__Verrucomicrobia	2|74201	0.57224	
k__Bacteria|p__Bacteria_unclassified	2|	0.14224	
k__Archaea|p__Thaumarchaeota	2157|651137	0.06083	
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.00469	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	44.47412	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	42.4331	
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	3.68095	
k__Bacteria|p__Firmicutes|c__CFGB3012	2|1239|	2.06484	
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.98977	
k__Bacteria|p__Firmicutes|c__CFGB76783	2|1239|	0.90007	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.85677	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.74247	
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	2|256845|1313211	0.5957	
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	0.57224	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.50076	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.37518	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.29468	
k__Bacteria|p__Firmicutes|c__CFGB1359	2|1239|	0.29391	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.24717	
k__Bacteria|p__Firmicutes|c__CFGB3068	2|1239|	0.18033	
k__Bacteria|p__Firmicutes|c__CFGB3048	2|1239|	0.16001	
k__Bacteria|p__Bacteria_unclassified|c__CFGB76763	2||	0.14224	
k__Bacteria|p__Firmicutes|c__CFGB2960	2|1239|	0.10721	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.0784	
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified	2157|651137|	0.06083	
k__Bacteria|p__Firmicutes|c__CFGB75985	2|1239|	0.05641	
k__Bacteria|p__Firmicutes|c__CFGB1227	2|1239|	0.03735	
k__Bacteria|p__Firmicutes|c__CFGB3529	2|1239|	0.03646	
k__Bacteria|p__Firmicutes|c__CFGB4559	2|1239|	0.02298	
k__Bacteria|p__Firmicutes|c__CFGB1249	2|1239|	0.02185	
k__Bacteria|p__Firmicutes|c__CFGB72924	2|1239|	0.02078	
k__Bacteria|p__Firmicutes|c__CFGB1292	2|1239|	0.0123	
k__Bacteria|p__Firmicutes|c__CFGB1011	2|1239|	0.01027	
k__Bacteria|p__Firmicutes|c__CFGB1507	2|1239|	0.00677	
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified	2|95818|	0.00469	
k__Bacteria|p__Firmicutes|c__CFGB3004	2|1239|	0.00062	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	43.65287	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	42.4331	
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	2|201174|1760|85004	3.67967	
k__Bacteria|p__Firmicutes|c__CFGB3012|o__OFGB3012	2|1239||	2.06484	
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.98977	
k__Bacteria|p__Firmicutes|c__CFGB76783|o__OFGB76783	2|1239||	0.90007	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.85677	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.62703	
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales	2|256845|1313211|278082	0.5957	
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	2|74201|203494|48461	0.57224	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2|1224|28221|213115	0.50076	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	2|1239|186801|	0.48694	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.37498	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.29468	
k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359	2|1239||	0.29391	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	0.2513	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	0.2008	
k__Bacteria|p__Firmicutes|c__CFGB3068|o__OFGB3068	2|1239||	0.18033	
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048	2|1239||	0.16001	
k__Bacteria|p__Bacteria_unclassified|c__CFGB76763|o__OFGB76763	2|||	0.14224	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.11544	
k__Bacteria|p__Firmicutes|c__CFGB2960|o__OFGB2960	2|1239||	0.10721	
