#mpa_vOct22_CHOCOPhlAnSGB_202212
#/home/jimshawster/miniconda3/envs/mpa4/bin/metaphlan ./504-507-reads/ERR8609801_1.fastq.gz,./504-507-reads/ERR8609801_2.fastq.gz --bowtie2out ./metaphlan_out/ERR8609801.bowtie2.bz2 --nproc 20 --input_type fastq -o ./metaphlan_out/ERR8609801_res.txt
#42693890 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	99.99901	
k__Archaea	2157	0.00099	
k__Bacteria|p__Bacteroidetes	2|976	80.00046	
k__Bacteria|p__Firmicutes	2|1239	14.37669	
k__Bacteria|p__Proteobacteria	2|1224	5.07211	
k__Bacteria|p__Actinobacteria	2|201174	0.49833	
k__Bacteria|p__Synergistetes	2|508458	0.05143	
k__Archaea|p__Euryarchaeota	2157|28890	0.00099	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	80.00046	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	11.31824	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	4.65842	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	1.51951	
k__Bacteria|p__Firmicutes|c__CFGB3012	2|1239|	0.89856	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.39643	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.37367	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.36709	
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	0.13124	
k__Bacteria|p__Firmicutes|c__CFGB1227	2|1239|	0.09831	
k__Bacteria|p__Firmicutes|c__CFGB1507	2|1239|	0.05891	
k__Bacteria|p__Synergistetes|c__Synergistia	2|508458|649775	0.05143	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.04691	
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	2|1224|28211	0.04001	
k__Bacteria|p__Firmicutes|c__CFGB1292	2|1239|	0.03981	
k__Archaea|p__Euryarchaeota|c__Halobacteria	2157|28890|183963	0.00099	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	80.00046	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	11.31824	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	4.65842	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	1.49654	
k__Bacteria|p__Firmicutes|c__CFGB3012|o__OFGB3012	2|1239||	0.89856	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	0.39643	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.37367	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.36709	
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	2|201174|1760|85004	0.13124	
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227	2|1239||	0.09831	
k__Bacteria|p__Firmicutes|c__CFGB1507|o__OFGB1507	2|1239||	0.05891	
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	2|508458|649775|649776	0.05143	
